NRO_REGISTRO,RUC,RAZON,DEPARTAMENTO,PROVINCIA,DISTRITO,DIRECCION,FCHA_REGISTRO,COD_PRODUCTO,PRODUCTO,PRECIO_VENTA,UNIDAD,CODIGO_OSINERG,ACTIVIDAD,COD_ACTIVIDAD,MARCA
185805-048-220226,20613460871,MEGA COMBUSTIBLES S.A.C.,MOQUEGUA,ILO,ILO,"AV. MARIANO LINO URQUIETA N°1003, URB. SECTOR 2",2026-06-16 17:10:02,40,Diesel B5 S-50 UV,17.96,Galones,185805,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
185805-048-220226,20613460871,MEGA COMBUSTIBLES S.A.C.,MOQUEGUA,ILO,ILO,"AV. MARIANO LINO URQUIETA N°1003, URB. SECTOR 2",2026-06-16 17:10:02,45,Diesel B5 S-50,18.09,Galones,185805,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
185895-048-230326,20613460871,MEGA COMBUSTIBLES S.A.C.,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-06-16 17:01:32,126,GASOHOL REGULAR,15.38,Galones,185895,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
185895-048-230326,20613460871,MEGA COMBUSTIBLES S.A.C.,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-06-16 17:01:32,40,Diesel B5 S-50 UV,18.68,Galones,185895,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
185895-048-230326,20613460871,MEGA COMBUSTIBLES S.A.C.,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-06-16 17:01:32,45,Diesel B5 S-50,20.78,Galones,185895,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186037-048-210426,20614395886,GRUPO EKOFUEL S.A.,AREQUIPA,ISLAY,MOLLENDO,"HABILITACIÓN URBANA TIPO INDUSTRIAL, KM. 0.75 DEL TRAMO FERROVIARIO MOLLENDO AREQUIPA",2026-07-14 08:39:35,126,GASOHOL REGULAR,15.61,Galones,186037,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186037-048-210426,20614395886,GRUPO EKOFUEL S.A.,AREQUIPA,ISLAY,MOLLENDO,"HABILITACIÓN URBANA TIPO INDUSTRIAL, KM. 0.75 DEL TRAMO FERROVIARIO MOLLENDO AREQUIPA",2026-07-14 08:39:35,127,GASOHOL PREMIUM,16.73,Galones,186037,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186037-048-210426,20614395886,GRUPO EKOFUEL S.A.,AREQUIPA,ISLAY,MOLLENDO,"HABILITACIÓN URBANA TIPO INDUSTRIAL, KM. 0.75 DEL TRAMO FERROVIARIO MOLLENDO AREQUIPA",2026-07-14 08:39:35,40,Diesel B5 S-50 UV,18.41,Galones,186037,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186037-048-210426,20614395886,GRUPO EKOFUEL S.A.,AREQUIPA,ISLAY,MOLLENDO,"HABILITACIÓN URBANA TIPO INDUSTRIAL, KM. 0.75 DEL TRAMO FERROVIARIO MOLLENDO AREQUIPA",2026-07-14 08:39:35,45,Diesel B5 S-50,18.44,Galones,186037,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186758-048-180526,20613460871,MEGA COMBUSTIBLES S.A.C.,ICA,PISCO,PARACAS,CARRETERA PISCO - PARACAS KM. 14.5,2026-06-16 16:16:41,40,Diesel B5 S-50 UV,17.01,Galones,186758,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186758-048-180526,20613460871,MEGA COMBUSTIBLES S.A.C.,ICA,PISCO,PARACAS,CARRETERA PISCO - PARACAS KM. 14.5,2026-06-16 16:16:41,45,Diesel B5 S-50,17.26,Galones,186758,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186760-048-140526,20613483749,CORPORACION AREMCO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA N° 1265,2026-08-07 16:45:45,40,Diesel B5 S-50 UV,20.98,Galones,186760,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
186760-048-140526,20613483749,CORPORACION AREMCO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA N° 1265,2026-08-07 16:45:45,45,Diesel B5 S-50,21.09,Galones,186760,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
187875-048-170626,20615772225,BEAL HIDROCARBUROS S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA KM. 11.5 LOTE B-2,2026-08-04 12:23:16,126,GASOHOL REGULAR,17.87,Galones,187875,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
187875-048-170626,20615772225,BEAL HIDROCARBUROS S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA KM. 11.5 LOTE B-2,2026-08-04 12:23:16,127,GASOHOL PREMIUM,18.86,Galones,187875,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
187875-048-170626,20615772225,BEAL HIDROCARBUROS S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA KM. 11.5 LOTE B-2,2026-08-04 12:23:16,40,Diesel B5 S-50 UV,22.08,Galones,187875,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
187875-048-170626,20615772225,BEAL HIDROCARBUROS S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA KM. 11.5 LOTE B-2,2026-08-04 12:23:16,45,Diesel B5 S-50,22.08,Galones,187875,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33779-048-200526,20100128218,PETROLEOS DEL PERU PETROPERU SA,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-05-22 08:29:30,344,Diesel B5 S-50 GE,21,Galones,33779,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33779-048-200526,20100128218,PETROLEOS DEL PERU PETROPERU SA,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-04 10:22:11,124,GASOLINA REGULAR,19.32,Galones,33779,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33779-048-200526,20100128218,PETROLEOS DEL PERU PETROPERU SA,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-04 10:22:11,126,GASOHOL REGULAR,18.6,Galones,33779,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33779-048-200526,20100128218,PETROLEOS DEL PERU PETROPERU SA,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-04 10:22:11,40,Diesel B5 S-50 UV,23.69,Galones,33779,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33779-048-200526,20100128218,PETROLEOS DEL PERU PETROPERU SA,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-04 10:22:11,45,Diesel B5 S-50,25.26,Galones,33779,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33780-048-031225,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,PACASMAYO N° 16,2026-08-04 13:00:26,124,GASOLINA REGULAR,19.47,Galones,33780,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33780-048-031225,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,PACASMAYO N° 16,2026-08-04 13:00:26,125,GASOLINA PREMIUM,20.79,Galones,33780,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33780-048-031225,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,PACASMAYO N° 16,2026-08-04 13:00:26,126,GASOHOL REGULAR,18.86,Galones,33780,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33780-048-031225,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,PACASMAYO N° 16,2026-08-04 13:00:26,127,GASOHOL PREMIUM,20.22,Galones,33780,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33780-048-031225,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,PACASMAYO N° 16,2026-08-04 13:00:26,344,Diesel B5 S-50 GE,26.09,Galones,33780,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33780-048-031225,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,PACASMAYO N° 16,2026-08-04 13:00:26,40,Diesel B5 S-50 UV,24.52,Galones,33780,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33780-048-031225,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,PACASMAYO N° 16,2026-08-04 13:00:26,45,Diesel B5 S-50,26.09,Galones,33780,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33781-048-160123,20100128218,PETROLEOS DEL PERU PETROPERU SA,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-04 07:29:20,124,GASOLINA REGULAR,19.41,Galones,33781,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33781-048-160123,20100128218,PETROLEOS DEL PERU PETROPERU SA,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-04 07:29:20,126,GASOHOL REGULAR,18.78,Galones,33781,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33781-048-160123,20100128218,PETROLEOS DEL PERU PETROPERU SA,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-04 07:29:20,344,Diesel B5 S-50 GE,25.18,Galones,33781,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33781-048-160123,20100128218,PETROLEOS DEL PERU PETROPERU SA,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-04 07:29:20,40,Diesel B5 S-50 UV,23.61,Galones,33781,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33781-048-160123,20100128218,PETROLEOS DEL PERU PETROPERU SA,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-04 07:29:20,45,Diesel B5 S-50,25.18,Galones,33781,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33782-048-230622,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-06-02 15:19:57,126,GASOHOL REGULAR,16,Galones,33782,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33782-048-230622,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-06-02 15:19:57,127,GASOHOL PREMIUM,16.87,Galones,33782,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33782-048-230622,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-08-04 08:58:55,124,GASOLINA REGULAR,18.46,Galones,33782,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33782-048-230622,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-08-04 08:58:55,125,GASOLINA PREMIUM,18.9,Galones,33782,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33782-048-230622,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-08-04 08:58:55,40,Diesel B5 S-50 UV,23.94,Galones,33782,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33782-048-230622,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-08-04 08:58:55,45,Diesel B5 S-50,25.51,Galones,33782,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33783-048-070725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. ,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRTEREA PISCO PARACAS KM. 11.5",2026-07-30 08:58:25,10,TURBO A-1,13.92,Galones,33783,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33783-048-070725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. ,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRTEREA PISCO PARACAS KM. 11.5",2026-08-04 10:15:54,124,GASOLINA REGULAR,19.08,Galones,33783,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33783-048-070725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. ,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRTEREA PISCO PARACAS KM. 11.5",2026-08-04 10:15:54,125,GASOLINA PREMIUM,19.52,Galones,33783,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33783-048-070725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. ,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRTEREA PISCO PARACAS KM. 11.5",2026-08-04 10:15:54,126,GASOHOL REGULAR,18.79,Galones,33783,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33783-048-070725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. ,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRTEREA PISCO PARACAS KM. 11.5",2026-08-04 10:15:54,127,GASOHOL PREMIUM,19.23,Galones,33783,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33783-048-070725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. ,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRTEREA PISCO PARACAS KM. 11.5",2026-08-04 10:15:54,40,Diesel B5 S-50 UV,23.59,Galones,33783,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33783-048-070725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. ,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRTEREA PISCO PARACAS KM. 11.5",2026-08-04 10:15:54,45,Diesel B5 S-50,25.16,Galones,33783,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33784-048-260525,20100128218,PETRÓLEOS DEL PERÚ  PETROPERÚ S.A.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-07-30 07:21:26,124,GASOLINA REGULAR,19.33,Galones,33784,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33784-048-260525,20100128218,PETRÓLEOS DEL PERÚ  PETROPERÚ S.A.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-07-30 07:21:26,125,GASOLINA PREMIUM,19.47,Galones,33784,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33784-048-260525,20100128218,PETRÓLEOS DEL PERÚ  PETROPERÚ S.A.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-07-30 07:21:26,126,GASOHOL REGULAR,18.5,Galones,33784,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33784-048-260525,20100128218,PETRÓLEOS DEL PERÚ  PETROPERÚ S.A.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-07-30 07:21:26,127,GASOHOL PREMIUM,19,Galones,33784,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33784-048-260525,20100128218,PETRÓLEOS DEL PERÚ  PETROPERÚ S.A.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-07-30 07:21:26,344,Diesel B5 S-50 GE,25.28,Galones,33784,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33784-048-260525,20100128218,PETRÓLEOS DEL PERÚ  PETROPERÚ S.A.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-07-30 07:21:26,40,Diesel B5 S-50 UV,23.71,Galones,33784,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33784-048-260525,20100128218,PETRÓLEOS DEL PERÚ  PETROPERÚ S.A.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-07-30 07:21:26,45,Diesel B5 S-50,25.28,Galones,33784,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33785-048-180822,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,MOQUEGUA,ILO,ILO,AV. LINO URQUIETA N° 1003  TERMINAL ILO,2026-07-14 09:33:57,127,GASOHOL PREMIUM,17.03,Galones,33785,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33785-048-180822,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,MOQUEGUA,ILO,ILO,AV. LINO URQUIETA N° 1003  TERMINAL ILO,2026-07-14 09:33:57,40,Diesel B5 S-50 UV,20.06,Galones,33785,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33785-048-180822,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,MOQUEGUA,ILO,ILO,AV. LINO URQUIETA N° 1003  TERMINAL ILO,2026-07-14 09:33:57,45,Diesel B5 S-50,21.63,Galones,33785,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33786-048-231222,20100128218,PETROLEOS DEL PERU PETROPERU SA,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-07 10:23:27,06,GASOLINA 84,17.92,Galones,33786,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33786-048-231222,20100128218,PETROLEOS DEL PERU PETROPERU SA,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-07 10:23:27,126,GASOHOL REGULAR,20.41,Galones,33786,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33786-048-231222,20100128218,PETROLEOS DEL PERU PETROPERU SA,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-07 10:23:27,40,Diesel B5 S-50 UV,24.94,Galones,33786,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33786-048-231222,20100128218,PETROLEOS DEL PERU PETROPERU SA,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-07 10:23:27,45,Diesel B5 S-50,26.51,Galones,33786,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33787-048-131224,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. - PLANTA DE VENTAS JULIACA,PUNO,SAN ROMAN,JULIACA,"URBANIZACIÓN ZONA INDUSTRIAL TAPARACHI CARRETERA KM 2.5, ZONA 1 BLOQUE G",2026-08-04 07:56:29,126,GASOHOL REGULAR,20.2,Galones,33787,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33787-048-131224,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. - PLANTA DE VENTAS JULIACA,PUNO,SAN ROMAN,JULIACA,"URBANIZACIÓN ZONA INDUSTRIAL TAPARACHI CARRETERA KM 2.5, ZONA 1 BLOQUE G",2026-08-04 07:56:29,40,Diesel B5 S-50 UV,25,Galones,33787,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33787-048-131224,20100128218,PETROLEOS DEL PERU - PETROPERU S.A. - PLANTA DE VENTAS JULIACA,PUNO,SAN ROMAN,JULIACA,"URBANIZACIÓN ZONA INDUSTRIAL TAPARACHI CARRETERA KM 2.5, ZONA 1 BLOQUE G",2026-08-04 07:56:29,45,Diesel B5 S-50,26.57,Galones,33787,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33788-048-200625,20100128218,PETROLEOS DEL PERU  PETROPERU S.A.,LORETO,ALTO AMAZONAS,YURIMAGUAS,CALLE PROGRESO 1050,2026-08-04 16:15:42,06,GASOLINA 84,15.17,Galones,33788,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33788-048-200625,20100128218,PETROLEOS DEL PERU  PETROPERU S.A.,LORETO,ALTO AMAZONAS,YURIMAGUAS,CALLE PROGRESO 1050,2026-08-04 16:15:42,39,DIESEL B5 UV,20.08,Galones,33788,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33788-048-200625,20100128218,PETROLEOS DEL PERU  PETROPERU S.A.,LORETO,ALTO AMAZONAS,YURIMAGUAS,CALLE PROGRESO 1050,2026-08-04 16:15:42,44,DIESEL B5,21.41,Galones,33788,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33789-048-050725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LORETO,MAYNAS,PUNCHANA,CALLE PADRE EDILBERTO VALLE S/N,2026-07-07 07:29:26,10,TURBO A-1,29.83,Galones,33789,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33789-048-050725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LORETO,MAYNAS,PUNCHANA,CALLE PADRE EDILBERTO VALLE S/N,2026-07-07 07:29:26,336,PETRÓLEO INDUSTRIAL Nº 6 GE,9.73,Galones,33789,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33789-048-050725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LORETO,MAYNAS,PUNCHANA,CALLE PADRE EDILBERTO VALLE S/N,2026-08-04 11:45:26,06,GASOLINA 84,16.25,Galones,33789,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33789-048-050725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LORETO,MAYNAS,PUNCHANA,CALLE PADRE EDILBERTO VALLE S/N,2026-08-04 11:45:26,124,GASOLINA REGULAR,17.6,Galones,33789,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33789-048-050725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LORETO,MAYNAS,PUNCHANA,CALLE PADRE EDILBERTO VALLE S/N,2026-08-04 11:45:26,39,DIESEL B5 UV,21.14,Galones,33789,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33789-048-050725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LORETO,MAYNAS,PUNCHANA,CALLE PADRE EDILBERTO VALLE S/N,2026-08-04 11:45:26,44,DIESEL B5,22.47,Galones,33789,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33790-048-230624,20100128218,PETROLEOS DEL PERU PETROPERU SA,SAN MARTIN,SAN MARTIN,TARAPOTO,AV. AVIACIÓN N° 620 (AL INTERIOR DE CÓRPAC  MTC) - BARRIO HUAYCO,2026-08-04 07:29:40,124,GASOLINA REGULAR,20.32,Galones,33790,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33790-048-230624,20100128218,PETROLEOS DEL PERU PETROPERU SA,SAN MARTIN,SAN MARTIN,TARAPOTO,AV. AVIACIÓN N° 620 (AL INTERIOR DE CÓRPAC  MTC) - BARRIO HUAYCO,2026-08-04 07:29:40,125,GASOLINA PREMIUM,20.76,Galones,33790,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33790-048-230624,20100128218,PETROLEOS DEL PERU PETROPERU SA,SAN MARTIN,SAN MARTIN,TARAPOTO,AV. AVIACIÓN N° 620 (AL INTERIOR DE CÓRPAC  MTC) - BARRIO HUAYCO,2026-08-04 07:29:40,40,Diesel B5 S-50 UV,25.32,Galones,33790,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33790-048-230624,20100128218,PETROLEOS DEL PERU PETROPERU SA,SAN MARTIN,SAN MARTIN,TARAPOTO,AV. AVIACIÓN N° 620 (AL INTERIOR DE CÓRPAC  MTC) - BARRIO HUAYCO,2026-08-04 07:29:40,45,Diesel B5 S-50,26.9,Galones,33790,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:01:54,49,GLP - G,2.9,Kilogramos,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:02:28,10,TURBO A-1,7.11,Galones,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
