NRO_REGISTRO,RUC,RAZON,DEPARTAMENTO,PROVINCIA,DISTRITO,DIRECCION,FCHA_REGISTRO,COD_PRODUCTO,PRODUCTO,PRECIO_VENTA,UNIDAD,CODIGO_OSINERG,ACTIVIDAD,COD_ACTIVIDAD,MARCA
33808-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,MOQUEGUA,ILO,ILO,"AV. MARIANO LINO URQUIETA 1003, URB. SECTOR 2",2026-08-09 00:05:07,45,Diesel B5 S-50,27.27,Galones,33808,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33809-048-200526,20503840121,REPSOL COMERCIAL SAC,LA LIBERTAD,TRUJILLO,SALAVERRY,FELIPE SANTIAGO SALAVERRY NRO. 100,2026-07-01 15:56:40,124,GASOLINA REGULAR,23.57,Galones,33809,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33809-048-200526,20503840121,REPSOL COMERCIAL SAC,LA LIBERTAD,TRUJILLO,SALAVERRY,FELIPE SANTIAGO SALAVERRY NRO. 100,2026-07-01 15:56:40,125,GASOLINA PREMIUM,24.7,Galones,33809,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33809-048-200526,20503840121,REPSOL COMERCIAL SAC,LA LIBERTAD,TRUJILLO,SALAVERRY,FELIPE SANTIAGO SALAVERRY NRO. 100,2026-08-09 00:05:02,126,GASOHOL REGULAR,25.09,Galones,33809,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33809-048-200526,20503840121,REPSOL COMERCIAL SAC,LA LIBERTAD,TRUJILLO,SALAVERRY,FELIPE SANTIAGO SALAVERRY NRO. 100,2026-08-09 00:05:02,127,GASOHOL PREMIUM,25.49,Galones,33809,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33809-048-200526,20503840121,REPSOL COMERCIAL SAC,LA LIBERTAD,TRUJILLO,SALAVERRY,FELIPE SANTIAGO SALAVERRY NRO. 100,2026-08-09 00:05:02,40,Diesel B5 S-50 UV,28.31,Galones,33809,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33809-048-200526,20503840121,REPSOL COMERCIAL SAC,LA LIBERTAD,TRUJILLO,SALAVERRY,FELIPE SANTIAGO SALAVERRY NRO. 100,2026-08-09 00:05:02,45,Diesel B5 S-50,26.74,Galones,33809,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33810-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-07-01 16:04:04,124,GASOLINA REGULAR,23.21,Galones,33810,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33810-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-08-09 00:05:05,126,GASOHOL REGULAR,25.05,Galones,33810,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33810-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-08-09 00:05:05,40,Diesel B5 S-50 UV,28.12,Galones,33810,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33810-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445-460 NUEVA VICTORIA,2026-08-09 00:05:05,45,Diesel B5 S-50,26.55,Galones,33810,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33811-048-200526,20503840121,REPSOL COMERCIAL SAC,ANCASH,SANTA,CHIMBOTE,"CALLE NRO. 3, NRO. 110, ZONA INDUSTRIAL GRAN TRAPECIO",2026-07-01 15:59:51,124,GASOLINA REGULAR,23.32,Galones,33811,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33811-048-200526,20503840121,REPSOL COMERCIAL SAC,ANCASH,SANTA,CHIMBOTE,"CALLE NRO. 3, NRO. 110, ZONA INDUSTRIAL GRAN TRAPECIO",2026-08-09 00:05:03,12,PETRÓLEO INDUSTRIAL Nº 6,15.47,Galones,33811,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33811-048-200526,20503840121,REPSOL COMERCIAL SAC,ANCASH,SANTA,CHIMBOTE,"CALLE NRO. 3, NRO. 110, ZONA INDUSTRIAL GRAN TRAPECIO",2026-08-09 00:05:03,126,GASOHOL REGULAR,25.17,Galones,33811,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33811-048-200526,20503840121,REPSOL COMERCIAL SAC,ANCASH,SANTA,CHIMBOTE,"CALLE NRO. 3, NRO. 110, ZONA INDUSTRIAL GRAN TRAPECIO",2026-08-09 00:05:03,40,Diesel B5 S-50 UV,28.24,Galones,33811,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33811-048-200526,20503840121,REPSOL COMERCIAL SAC,ANCASH,SANTA,CHIMBOTE,"CALLE NRO. 3, NRO. 110, ZONA INDUSTRIAL GRAN TRAPECIO",2026-08-09 00:05:03,45,Diesel B5 S-50,26.67,Galones,33811,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33812-048-190625,20503840121,REPSOL COMERCIAL S.A.C.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-08-09 00:05:04,124,GASOLINA REGULAR,27.27,Galones,33812,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33812-048-190625,20503840121,REPSOL COMERCIAL S.A.C.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-08-09 00:05:04,125,GASOLINA PREMIUM,28.68,Galones,33812,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33812-048-190625,20503840121,REPSOL COMERCIAL S.A.C.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-08-09 00:05:04,126,GASOHOL REGULAR,25.55,Galones,33812,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33812-048-190625,20503840121,REPSOL COMERCIAL S.A.C.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-08-09 00:05:04,127,GASOHOL PREMIUM,26.02,Galones,33812,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33812-048-190625,20503840121,REPSOL COMERCIAL S.A.C.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-08-09 00:05:04,40,Diesel B5 S-50 UV,28.76,Galones,33812,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33812-048-190625,20503840121,REPSOL COMERCIAL S.A.C.,AREQUIPA,ISLAY,MOLLENDO,"CALLE APURÍMAC S/N, ZONA INDUSTRIAL INCLÁN",2026-08-09 00:05:04,45,Diesel B5 S-50,27.19,Galones,33812,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33813-048-240625,20503840121,REPSOL COMERCIAL S.A.C.,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRETERA PISCO PARACAS KM 11.5 ",2026-07-01 16:08:39,124,GASOLINA REGULAR,23.28,Galones,33813,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33813-048-240625,20503840121,REPSOL COMERCIAL S.A.C.,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRETERA PISCO PARACAS KM 11.5 ",2026-07-01 16:08:39,125,GASOLINA PREMIUM,24.77,Galones,33813,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33813-048-240625,20503840121,REPSOL COMERCIAL S.A.C.,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRETERA PISCO PARACAS KM 11.5 ",2026-08-09 00:05:01,126,GASOHOL REGULAR,25.1,Galones,33813,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33813-048-240625,20503840121,REPSOL COMERCIAL S.A.C.,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRETERA PISCO PARACAS KM 11.5 ",2026-08-09 00:05:01,127,GASOHOL PREMIUM,25.54,Galones,33813,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33813-048-240625,20503840121,REPSOL COMERCIAL S.A.C.,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRETERA PISCO PARACAS KM 11.5 ",2026-08-09 00:05:01,40,Diesel B5 S-50 UV,28.33,Galones,33813,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33813-048-240625,20503840121,REPSOL COMERCIAL S.A.C.,ICA,PISCO,SAN ANDRES,"CALLE GENARO MEDRANO S/N, CARRETERA PISCO PARACAS KM 11.5 ",2026-08-09 00:05:01,45,Diesel B5 S-50,26.76,Galones,33813,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33814-048-260526,20503840121,REPSOL COMERCIAL SAC,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-09 00:05:02,124,GASOLINA REGULAR,26.92,Galones,33814,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33814-048-260526,20503840121,REPSOL COMERCIAL SAC,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-09 00:05:02,126,GASOHOL REGULAR,25.16,Galones,33814,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33814-048-260526,20503840121,REPSOL COMERCIAL SAC,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-09 00:05:02,40,Diesel B5 S-50 UV,28.3,Galones,33814,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33814-048-260526,20503840121,REPSOL COMERCIAL SAC,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,"CARRETERA PUERTO ETEN KM. 1.5, PLAYA DE LOBOS",2026-08-09 00:05:02,45,Diesel B5 S-50,26.73,Galones,33814,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33817-048-280525,20503840121,REPSOL COMERCIAL S.A.C.,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-09 00:05:06,124,GASOLINA REGULAR,28.4,Galones,33817,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33817-048-280525,20503840121,REPSOL COMERCIAL S.A.C.,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-09 00:05:06,126,GASOHOL REGULAR,26.51,Galones,33817,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33817-048-280525,20503840121,REPSOL COMERCIAL S.A.C.,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-09 00:05:06,40,Diesel B5 S-50 UV,29.27,Galones,33817,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33817-048-280525,20503840121,REPSOL COMERCIAL S.A.C.,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N,2026-08-09 00:05:06,45,Diesel B5 S-50,27.7,Galones,33817,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34229-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,UCAYALI,CORONEL PORTILLO,CALLERIA,AV. CENTENARIO N°1281,2026-08-04 06:54:23,124,GASOLINA REGULAR,16.62,Galones,34229,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34229-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,UCAYALI,CORONEL PORTILLO,CALLERIA,AV. CENTENARIO N°1281,2026-08-04 06:54:23,39,DIESEL B5 UV,20.25,Galones,34229,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34229-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,UCAYALI,CORONEL PORTILLO,CALLERIA,AV. CENTENARIO N°1281,2026-08-04 06:54:23,44,DIESEL B5,21.58,Galones,34229,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34712-048-170724,20100128218,PETROLEOS DEL PERU S. A.  PLANTA DE VENTAS EL MILAGRO,AMAZONAS,UTCUBAMBA,EL MILAGRO,"ESTACIÓN Nº 7, CASERIO EL VALOR",2026-06-20 08:01:58,104,TURBO A-1 EXPORT,28.84,Galones,34712,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34712-048-170724,20100128218,PETROLEOS DEL PERU S. A.  PLANTA DE VENTAS EL MILAGRO,AMAZONAS,UTCUBAMBA,EL MILAGRO,"ESTACIÓN Nº 7, CASERIO EL VALOR",2026-08-04 07:50:20,10,TURBO A-1,28.98,Galones,34712,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34712-048-170724,20100128218,PETROLEOS DEL PERU S. A.  PLANTA DE VENTAS EL MILAGRO,AMAZONAS,UTCUBAMBA,EL MILAGRO,"ESTACIÓN Nº 7, CASERIO EL VALOR",2026-08-04 07:50:20,124,GASOLINA REGULAR,19.73,Galones,34712,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34712-048-170724,20100128218,PETROLEOS DEL PERU S. A.  PLANTA DE VENTAS EL MILAGRO,AMAZONAS,UTCUBAMBA,EL MILAGRO,"ESTACIÓN Nº 7, CASERIO EL VALOR",2026-08-04 07:50:20,40,Diesel B5 S-50 UV,24.75,Galones,34712,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
34712-048-170724,20100128218,PETROLEOS DEL PERU S. A.  PLANTA DE VENTAS EL MILAGRO,AMAZONAS,UTCUBAMBA,EL MILAGRO,"ESTACIÓN Nº 7, CASERIO EL VALOR",2026-08-04 07:50:20,45,Diesel B5 S-50,26.32,Galones,34712,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
84533-048-030822,20513251506,VALERO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,"AV. NESTOR GAMBETTA KM. 11.5, LOTE B-2",2026-08-08 07:44:53,124,GASOLINA REGULAR,23.32,Galones,84533,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
84533-048-030822,20513251506,VALERO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,"AV. NESTOR GAMBETTA KM. 11.5, LOTE B-2",2026-08-08 07:44:53,125,GASOLINA PREMIUM,24.24,Galones,84533,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
84533-048-030822,20513251506,VALERO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,"AV. NESTOR GAMBETTA KM. 11.5, LOTE B-2",2026-08-08 07:44:53,126,GASOHOL REGULAR,23.1,Galones,84533,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
84533-048-030822,20513251506,VALERO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,"AV. NESTOR GAMBETTA KM. 11.5, LOTE B-2",2026-08-08 07:44:53,127,GASOHOL PREMIUM,24.07,Galones,84533,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
84533-048-030822,20513251506,VALERO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,"AV. NESTOR GAMBETTA KM. 11.5, LOTE B-2",2026-08-08 07:44:53,40,Diesel B5 S-50 UV,24.79,Galones,84533,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
84533-048-030822,20513251506,VALERO PERU S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,"AV. NESTOR GAMBETTA KM. 11.5, LOTE B-2",2026-08-08 07:44:53,45,Diesel B5 S-50,27.77,Galones,84533,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
