codigo_siniestro,fecha,anio,dia_semana,hora,hora_num,provincia,distrito,zona,tipo_via,clase_siniestro,causa_principal,cantidad_fallecidos,cantidad_lesionados,latitud,longitud
A-2023-10-116,2023-10-18,2023,MIERCOLES,19:40,19,LIMA,LA MOLINA,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.074148,-76.974351
A-2023-10-139,2023-10-18,2023,MIERCOLES,20:15,20,CALLAO,CALLAO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.982337,-77.117745
A-2023-10-117,2023-10-19,2023,JUEVES,06:00,6,LIMA,INDEPENDENCIA,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.993519,-77.063545
A-2023-10-118,2023-10-21,2023,SABADO,17:35,17,LIMA,COMAS,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.942349,-77.060345
A-2023-10-119,2023-10-22,2023,DOMINGO,02:10,2,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.994584,-77.109694
A-2023-10-120,2023-10-22,2023,DOMINGO,05:50,5,LIMA,PUNTA NEGRA,RURAL,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.349599,-76.807167
A-2023-10-121,2023-10-22,2023,DOMINGO,12:40,12,LIMA,CHORRILLOS,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,2,0,-12.209975,-76.975538
A-2023-10-124,2023-10-23,2023,LUNES,07:00,7,LIMA,LURIN,RURAL,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.276582,-76.889057
A-2023-10-125,2023-10-24,2023,MARTES,07:00,7,LIMA,LURIN,RURAL,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,2,0,-12.262158,-76.912015
A-2023-10-128,2023-10-25,2023,MIERCOLES,00:23,0,LIMA,SURQUILLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.112737,-77.013696
A-2023-10-122,2023-10-25,2023,MIERCOLES,02:40,2,LIMA,LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.943828,-77.071162
A-2023-10-127,2023-10-26,2023,JUEVES,05:45,5,LIMA,SAN LUIS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.070043,-76.994928
A-2023-10-123,2023-10-27,2023,VIERNES,01:30,1,LIMA,LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.937121,-77.071794
A-2023-10-126,2023-10-27,2023,VIERNES,06:30,6,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.993802,-77.083867
A-2023-10-130,2023-10-28,2023,SABADO,04:30,4,LIMA,EL AGUSTINO,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.043439,-76.986029
A-2023-10-129,2023-10-28,2023,SABADO,02:00,2,LIMA,LURIGANCHO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,2,-12.021163,-76.929768
A-2023-10-93,2023-10-29,2023,DOMINGO,12:10,12,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.892299,-77.028136
A-2023-10-131,2023-10-29,2023,DOMINGO,00:40,0,LIMA,ATE,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.00698,-76.853398
A-2023-10-132,2023-10-29,2023,DOMINGO,06:10,6,LIMA,RIMAC,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.03665,-77.043149
A-2023-11-105,2023-11-01,2023,MIERCOLES,05:20,5,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.962977,-77.063205
A-2023-11-106,2023-11-01,2023,MIERCOLES,19:00,19,LIMA,CHORRILLOS,URBANA,VIA EXPRESA,ESPECIAL,EN PROCESO DE INVESTIGACIÓN,1,0,-12.16949,-77.036358
A-2023-11-107,2023-11-02,2023,JUEVES,04:40,4,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.032259,-77.064231
A-2023-11-108,2023-11-02,2023,JUEVES,05:00,5,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.025764,-77.010106
A-2023-11-109,2023-11-02,2023,JUEVES,11:45,11,LIMA,SAN BARTOLO,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.381164,-76.774431
A-2023-11-111,2023-11-02,2023,JUEVES,17:40,17,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.017964,-77.001801
A-2023-11-110,2023-11-02,2023,JUEVES,19:45,19,LIMA,ATE,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.009693,-76.868245
A-2023-11-112,2023-11-03,2023,VIERNES,03:06,3,LIMA,RIMAC,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.041256,-77.033037
A-2023-11-113,2023-11-05,2023,DOMINGO,06:30,6,LIMA,COMAS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.925777,-77.052068
A-2023-11-114,2023-11-06,2023,LUNES,05:40,5,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.026837,-77.055216
A-2023-11-115,2023-11-08,2023,MIERCOLES,12:00,12,LIMA,LA VICTORIA,URBANA,JIRÓN,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.060993,-77.023028
A-2023-11-116,2023-11-09,2023,JUEVES,17:40,17,LIMA,CARABAYLLO,URBANA,CARRETERA,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.834638,-76.999715
A-2023-11-117,2023-11-11,2023,SABADO,22:10,22,LIMA,CARABAYLLO,RURAL,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.793955,-76.982986
A-2023-11-118,2023-11-12,2023,DOMINGO,10:20,10,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.149217,-76.983871
A-2023-11-119,2023-11-12,2023,DOMINGO,20:20,20,LIMA,LURIN,RURAL,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.30567,-76.838985
A-2023-11-177,2023-11-14,2023,MARTES,20:45,20,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.035383,-77.047746
A-2023-11-123,2023-11-15,2023,MIERCOLES,17:10,17,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.020908,-76.954216
A-2023-11-121,2023-11-15,2023,MIERCOLES,11:40,11,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CALLE,ESPECIAL,EN PROCESO DE INVESTIGACIÓN,1,0,-11.970466,-76.994393
A-2023-11-122,2023-11-15,2023,MIERCOLES,07:20,7,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.873748,-77.023482
A-2023-11-120,2023-11-15,2023,MIERCOLES,06:15,6,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.970781,-77.072545
A-2023-11-149,2023-11-16,2023,JUEVES,12:10,12,CALLAO,CALLAO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,1,-12.019166,-77.100873
A-2023-11-124,2023-11-18,2023,SABADO,00:20,0,LIMA,INDEPENDENCIA,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.99914,-77.06266
A-2023-11-125,2023-11-18,2023,SABADO,07:10,7,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CALLE,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.968445,-76.969751
A-2023-11-126,2023-11-19,2023,DOMINGO,05:30,5,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.179902,-76.976303
A-2023-11-127,2023-11-19,2023,DOMINGO,14:15,14,LIMA,ANCON,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.734519,-77.136116
A-2023-11-128,2023-11-20,2023,LUNES,17:20,17,LIMA,LURIN,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,2,0,-12.300015,-76.849084
A-2023-11-129,2023-11-21,2023,MARTES,03:10,3,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.024616,-77.05868
A-2023-11-130,2023-11-22,2023,MIERCOLES,23:30,23,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.886005,-77.068534
A-2023-11-131,2023-11-24,2023,VIERNES,12:45,12,LIMA,PUENTE PIEDRA,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.828855,-77.110221
A-2023-11-132,2023-11-25,2023,SABADO,01:30,1,LIMA,PUNTA NEGRA,RURAL,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.363711,-76.792523
A-2023-11-189,2023-11-25,2023,SABADO,08:40,8,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.148134,-76.934364
A-2023-11-133,2023-11-26,2023,DOMINGO,00:30,0,LIMA,LURIN,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.297378,-76.8552
A-2023-11-135,2023-11-27,2023,LUNES,17:45,17,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.978307,-77.075836
A-2023-11-137,2023-11-27,2023,LUNES,20:20,20,LIMA,CHORRILLOS,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.222561,-76.974531
A-2023-11-136,2023-11-27,2023,LUNES,20:30,20,LIMA,COMAS,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,6,-11.928319,-77.055793
A-2023-11-134,2023-11-27,2023,LUNES,21:10,21,LIMA,PUNTA NEGRA,RURAL,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.368539,-76.787526
A-2023-11-138,2023-11-28,2023,MARTES,04:40,4,LIMA,RIMAC,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.041966,-77.019987
A-2023-11-150,2023-11-29,2023,MIERCOLES,10:30,10,CALLAO,VENTANILLA,URBANA,CARRETERA,CHOQUE,IMPERICIA DEL CONDUCTOR,1,0,-11.825042,-77.122957
A-2023-12-88,2023-12-02,2023,SABADO,16:30,16,LIMA,PUENTE PIEDRA,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.821835,-77.10314
A-2023-12-89,2023-12-02,2023,SABADO,19:20,19,LIMA,CARABAYLLO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.890262,-77.044164
A-2023-12-90,2023-12-04,2023,LUNES,00:23,0,LIMA,COMAS,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.907972,-77.043855
A-2023-12-91,2023-12-04,2023,LUNES,02:30,2,LIMA,LOS OLIVOS,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.96652,-77.067755
A-2023-12-92,2023-12-04,2023,LUNES,18:30,18,LIMA,ATE,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.006244,-76.848847
A-2023-12-146,2023-12-06,2023,MIERCOLES,12:30,12,CALLAO,BELLAVISTA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.054971,-77.104626
A-2023-12-95,2023-12-06,2023,MIERCOLES,17:00,17,LIMA,ATE,URBANA,OTRO,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.014912,-76.886645
A-2023-12-93,2023-12-07,2023,JUEVES,23:50,23,LIMA,VILLA EL SALVADOR,RURAL,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,1,-12.229058,-76.968159
A-2023-12-94,2023-12-08,2023,VIERNES,19:15,19,LIMA,LOS OLIVOS,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.97016,-77.067188
A-2023-12-96,2023-12-09,2023,SABADO,04:20,4,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.875339,-77.024592
A-2023-12-97,2023-12-09,2023,SABADO,20:55,20,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.990637,-77.071753
A-2023-12-98,2023-12-10,2023,DOMINGO,22:40,22,LIMA,LIMA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.036368,-77.059542
A-2023-12-99,2023-12-11,2023,LUNES,10:30,10,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.961251,-77.076348
A-2023-12-100,2023-12-11,2023,LUNES,18:20,18,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.940116,-77.059543
A-2023-12-101,2023-12-12,2023,MARTES,10:00,10,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.142896,-76.953884
A-2023-12-102,2023-12-14,2023,JUEVES,06:30,6,LIMA,LURIN,RURAL,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,3,8,-12.251733,-76.92881
A-2023-12-103,2023-12-14,2023,JUEVES,05:45,5,LIMA,SAN BARTOLO,RURAL,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,2,1,-12.393781,-76.761351
A-2023-12-104,2023-12-17,2023,DOMINGO,07:00,7,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AUTOPISTA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.020571,-76.957906
A-2023-12-105,2023-12-18,2023,LUNES,08:30,8,LIMA,LIMA,URBANA,JIRÓN,CHOQUE,EN PROCESO DE INVESTIGACIÓN,2,0,-12.079372,-77.033244
A-2023-12-107,2023-12-18,2023,LUNES,16:00,16,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.083087,-77.067185
A-2023-12-106,2023-12-18,2023,LUNES,22:15,22,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.003908,-77.083178
A-2023-12-108,2023-12-19,2023,MARTES,18:00,18,LIMA,SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.164657,-76.969219
A-2023-12-109,2023-12-22,2023,VIERNES,17:45,17,LIMA,LIMA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.055527,-77.081579
A-2023-12-111,2023-12-23,2023,SABADO,17:30,17,LIMA,SANTA ANITA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.04497,-76.974182
A-2023-12-110,2023-12-23,2023,SABADO,04:30,4,LIMA,INDEPENDENCIA,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.998718,-77.062731
A-2023-12-112,2023-12-23,2023,SABADO,22:00,22,LIMA,LURIN,RURAL,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.266209,-76.905593
A-2023-12-147,2023-12-24,2023,DOMINGO,02:30,2,CALLAO,LA PERLA,URBANA,CARRETERA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,1,-12.074029,-77.122524
A-2023-12-113,2023-12-25,2023,LUNES,05:45,5,LIMA,SANTIAGO DE SURCO,URBANA,JIRÓN,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.111643,-76.978317
A-2023-12-164,2023-12-25,2023,LUNES,14:00,14,LIMA,ANCON,RURAL,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.691091,-77.181353
A-2023-12-114,2023-12-26,2023,MARTES,06:00,6,LIMA,CHORRILLOS,URBANA,VIA EXPRESA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,1,-12.162058,-77.025894
A-2023-12-115,2023-12-27,2023,MIERCOLES,16:40,16,LIMA,LOS OLIVOS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.977052,-77.06362
A-2023-12-116,2023-12-27,2023,MIERCOLES,19:30,19,LIMA,PUNTA HERMOSA,RURAL,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.316706,-76.831093
A-2023-12-117,2023-12-28,2023,JUEVES,21:10,21,LIMA,SAN BARTOLO,RURAL,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.387481,-76.767881
A-2023-12-118,2023-12-29,2023,VIERNES,21:10,21,LIMA,SURQUILLO,URBANA,CALLE,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.111373,-77.019302
A-2023-12-120,2023-12-30,2023,SABADO,08:30,8,LIMA,LA VICTORIA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.061075,-77.023734
A-2023-12-119,2023-12-30,2023,SABADO,11:52,11,LIMA,SAN MIGUEL,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.074717,-77.098978
