codigo_siniestro,codigo_persona,anio,fecha,hora,franja_horaria,provincia,distrito,tipo_persona,gravedad,lugar_defuncion,lugar_atencion_lesionado,sexo,edad,vehiculo,clase_siniestro,red_vial,tipo_via,zona,zonificacion,caracteristicas_via,superficie_calzada
A-2021-08-251,P-2021-08-251-2-1,2021,2021-08-25,14:30,TARDE (12-17),LIMA,ANCON,CONDUCTOR,ILESO,,,MASCULINO,46,CAMIONETA RURAL,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,INTERSECCIÓN,ASFALTADA
A-2021-08-251,P-2021-08-251-2-2,2021,2021-08-25,14:30,TARDE (12-17),LIMA,ANCON,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,21,CAMIONETA RURAL,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,INTERSECCIÓN,ASFALTADA
A-2021-08-253,P-2021-08-253-1-1,2021,2021-08-26,19:35,NOCHE (18-23),LIMA,SAN ISIDRO,CONDUCTOR,ILESO,,,MASCULINO,26,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-08-253,P-2021-08-253-2-1,2021,2021-08-26,19:35,NOCHE (18-23),LIMA,SAN ISIDRO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,69,BICICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-08-252,P-2021-08-252-1-1,2021,2021-08-29,02:00,MADRUGADA (00-05),LIMA,RIMAC,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-08-254,P-2021-08-254-1-1,2021,2021-08-29,14:00,TARDE (12-17),LIMA,SAN MIGUEL,CONDUCTOR,ILESO,,,MASCULINO,45,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-08-254,P-2021-08-254-2-1,2021,2021-08-29,14:00,TARDE (12-17),LIMA,SAN MIGUEL,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,28,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-51,P-2021-09-51-1-1,2021,2021-09-01,17:30,TARDE (12-17),LIMA,ANCON,CONDUCTOR,ILESO,,,MASCULINO,31,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-51,P-2021-09-51-1-2,2021,2021-09-01,17:30,TARDE (12-17),LIMA,ANCON,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-52,P-2021-09-52-1-1,2021,2021-09-01,17:45,TARDE (12-17),LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,ILESO,,,MASCULINO,33,CAMIÓN,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-52,P-2021-09-52-1-2,2021,2021-09-01,17:45,TARDE (12-17),LIMA,SAN JUAN DE MIRAFLORES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,90,CAMIÓN,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-53,P-2021-09-53-1-1,2021,2021-09-03,13:40,TARDE (12-17),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,37,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-53,P-2021-09-53-1-2,2021,2021-09-03,13:40,TARDE (12-17),LIMA,VILLA EL SALVADOR,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-54,P-2021-09-54-1-1,2021,2021-09-04,16:45,TARDE (12-17),LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,MASCULINO,61,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-54,P-2021-09-54-1-2,2021,2021-09-04,16:45,TARDE (12-17),LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,27,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-55,P-2021-09-55-1-1,2021,2021-09-05,06:00,MANANA (06-11),LIMA,LOS OLIVOS,CONDUCTOR,ILESO,,,MASCULINO,29,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-55,P-2021-09-55-1-2,2021,2021-09-05,06:00,MANANA (06-11),LIMA,LOS OLIVOS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-114,P-2021-09-114-1-1,2021,2021-09-09,08:50,MANANA (06-11),LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,MASCULINO,,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-114,P-2021-09-114-1-2,2021,2021-09-09,08:50,MANANA (06-11),LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,68,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-118,P-2021-09-118-1-1,2021,2021-09-11,17:40,TARDE (12-17),LIMA,CHACLACAYO,CONDUCTOR,ILESO,,,MASCULINO,51,OTRO,ESPECIAL,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-118,P-2021-09-118-1-2,2021,2021-09-11,17:40,TARDE (12-17),LIMA,CHACLACAYO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,41,OTRO,ESPECIAL,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-119,P-2021-09-119-1-1,2021,2021-09-12,19:58,NOCHE (18-23),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,28,REMOLCADOR-SEMIREMOLQUE,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-119,P-2021-09-119-2-1,2021,2021-09-12,19:58,NOCHE (18-23),LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-121,P-2021-09-121-1-1,2021,2021-09-14,21:00,NOCHE (18-23),LIMA,LOS OLIVOS,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,MOTOCICLETA,DESPISTE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-124,P-2021-09-124-1-1,2021,2021-09-15,06:40,MANANA (06-11),LIMA,MIRAFLORES,CONDUCTOR,ILESO,,,MASCULINO,30,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-124,P-2021-09-124-1-2,2021,2021-09-15,06:40,MANANA (06-11),LIMA,MIRAFLORES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,30,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-126,P-2021-09-126-1-1,2021,2021-09-19,09:00,MANANA (06-11),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,36,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-126,P-2021-09-126-1-2,2021,2021-09-19,09:00,MANANA (06-11),LIMA,VILLA EL SALVADOR,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,29,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-127,P-2021-09-127-1-1,2021,2021-09-20,23:30,NOCHE (18-23),LIMA,RIMAC,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,26,TRIMOTO PASAJERO,VOLCADURA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-133,P-2021-09-133-1-1,2021,2021-09-23,12:15,TARDE (12-17),LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,25,MOTOCICLETA,CHOQUE CON OBJETO FIJO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-135,P-2021-09-135-1-1,2021,2021-09-24,12:20,TARDE (12-17),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,50,CAMIONETA PANEL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-135,P-2021-09-135-2-1,2021,2021-09-24,12:20,TARDE (12-17),LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,22,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-154,P-2021-09-154-1-1,2021,2021-09-25,06:00,MANANA (06-11),LIMA,LIMA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-156,P-2021-09-156-1-1,2021,2021-09-27,18:00,NOCHE (18-23),LIMA,LURIN,CONDUCTOR,ILESO,,,MASCULINO,32,REMOLCADOR,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-156,P-2021-09-156-1-2,2021,2021-09-27,18:00,NOCHE (18-23),LIMA,LURIN,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,0,REMOLCADOR,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-155,P-2021-09-155-1-1,2021,2021-09-27,20:30,NOCHE (18-23),LIMA,BREÑA,CONDUCTOR,ILESO,,,MASCULINO,60,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-155,P-2021-09-155-1-2,2021,2021-09-27,20:30,NOCHE (18-23),LIMA,BREÑA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,68,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-222,P-2021-09-222-1-1,2021,2021-09-29,09:30,MANANA (06-11),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,ILESO,,,MASCULINO,,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-222,P-2021-09-222-1-2,2021,2021-09-29,09:30,MANANA (06-11),LIMA,SAN JUAN DE LURIGANCHO,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,69,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-09-224,P-2021-09-224-1-1,2021,2021-09-29,12:00,TARDE (12-17),LIMA,LIMA,CONDUCTOR,ILESO,,,MASCULINO,41,MINIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-224,P-2021-09-224-1-2,2021,2021-09-29,12:00,TARDE (12-17),LIMA,LIMA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,58,MINIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-223,P-2021-09-223-1-1,2021,2021-09-29,20:00,NOCHE (18-23),LIMA,LURIN,CONDUCTOR,ILESO,,,MASCULINO,34,REMOLCADOR-SEMIREMOLQUE,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-223,P-2021-09-223-2-1,2021,2021-09-29,20:00,NOCHE (18-23),LIMA,LURIN,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,47,REMOLCADOR,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-09-226,P-2021-09-226-1-1,2021,2021-09-30,00:48,MADRUGADA (00-05),LIMA,COMAS,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2021-09-226,P-2021-09-226-1-2,2021,2021-09-30,00:48,MADRUGADA (00-05),LIMA,COMAS,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,34,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2021-10-40,P-2021-10-40-1-1,2021,2021-10-01,19:30,NOCHE (18-23),LIMA,SAN JUAN DE LURIGANCHO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,65,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-41,P-2021-10-41-1-1,2021,2021-10-03,12:40,TARDE (12-17),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-10-41,P-2021-10-41-1-2,2021,2021-10-03,12:40,TARDE (12-17),LIMA,SAN MARTIN DE PORRES,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,23,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-10-42,P-2021-10-42-1-1,2021,2021-10-05,14:30,TARDE (12-17),LIMA,INDEPENDENCIA,CONDUCTOR,ILESO,,,MASCULINO,,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-42,P-2021-10-42-1-2,2021,2021-10-05,14:30,TARDE (12-17),LIMA,INDEPENDENCIA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,0,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-43,P-2021-10-43-1-1,2021,2021-10-06,17:30,TARDE (12-17),LIMA,SANTIAGO DE SURCO,CONDUCTOR,ILESO,,,MASCULINO,47,REMOLCADOR,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-43,P-2021-10-43-1-2,2021,2021-10-06,17:30,TARDE (12-17),LIMA,SANTIAGO DE SURCO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,49,REMOLCADOR,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-49,P-2021-10-49-1-1,2021,2021-10-07,16:15,TARDE (12-17),LIMA,BARRANCO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-50,P-2021-10-50-1-1,2021,2021-10-07,19:20,NOCHE (18-23),LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,34,MOTOCICLETA,VOLCADURA,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-10-51,P-2021-10-51-1-1,2021,2021-10-07,19:30,NOCHE (18-23),LIMA,SANTIAGO DE SURCO,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,46,MOTOCICLETA,CHOQUE CON OBJETO FIJO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-52,P-2021-10-52-1-1,2021,2021-10-08,10:30,MANANA (06-11),LIMA,COMAS,CONDUCTOR,ILESO,,,MASCULINO,34,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-10-52,P-2021-10-52-1-2,2021,2021-10-08,10:30,MANANA (06-11),LIMA,COMAS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,96,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-10-133,P-2021-10-133-1-1,2021,2021-10-08,23:30,NOCHE (18-23),CALLAO,BELLAVISTA,CONDUCTOR,FALLECIDO,CAMINO AL CENTRO DE SALUD,,MASCULINO,22,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-53,P-2021-10-53-1-1,2021,2021-10-09,20:15,NOCHE (18-23),LIMA,LURIN,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,32,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-53,P-2021-10-53-2-1,2021,2021-10-09,20:15,NOCHE (18-23),LIMA,LURIN,SIN CONDUCTOR,NO SE CONOCE,,,NO INDICA,,CAMIONETA RURAL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-54,P-2021-10-54-1-1,2021,2021-10-11,05:00,MADRUGADA (00-05),LIMA,PUENTE PIEDRA,CONDUCTOR,ILESO,,,MASCULINO,29,MINIBUS,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-54,P-2021-10-54-1-2,2021,2021-10-11,05:00,MADRUGADA (00-05),LIMA,PUENTE PIEDRA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,52,MINIBUS,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-187,P-2021-10-187-1-1,2021,2021-10-13,07:10,MANANA (06-11),LIMA,LOS OLIVOS,CONDUCTOR,ILESO,,,MASCULINO,33,ÓMNIBUS,VOLCADURA,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2021-10-187,P-2021-10-187-2-1,2021,2021-10-13,07:10,MANANA (06-11),LIMA,LOS OLIVOS,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,28,MOTOCICLETA,VOLCADURA,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2021-10-188,P-2021-10-188-1-1,2021,2021-10-13,08:00,MANANA (06-11),LIMA,ATE,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,37,MOTOCICLETA,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,OTRO,ASFALTADA
A-2021-10-188,P-2021-10-188-2-1,2021,2021-10-13,08:00,MANANA (06-11),LIMA,ATE,CONDUCTOR,ILESO,,,MASCULINO,48,CAMIÓN,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,OTRO,ASFALTADA
A-2021-10-189,P-2021-10-189-1-1,2021,2021-10-14,08:15,MANANA (06-11),LIMA,LURIN,CONDUCTOR,ILESO,,,MASCULINO,42,ÓMNIBUS,ESPECIAL,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-189,P-2021-10-189-2-1,2021,2021-10-14,08:15,MANANA (06-11),LIMA,LURIN,CONDUCTOR,FALLECIDO,,,NO INDICA,,CAMIONETA RURAL,ESPECIAL,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-189,P-2021-10-189-2-2,2021,2021-10-14,08:15,MANANA (06-11),LIMA,LURIN,PASAJERO,LESIONADO,,CENTRO DE SALUD PRIVADO,FEMENINO,,CAMIONETA RURAL,ESPECIAL,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-190,P-2021-10-190-1-1,2021,2021-10-14,22:00,NOCHE (18-23),LIMA,LA VICTORIA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,32,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,INDUSTRIAL,ÓVALO,ASFALTADA
A-2021-10-190,P-2021-10-190-1-2,2021,2021-10-14,22:00,NOCHE (18-23),LIMA,LA VICTORIA,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,38,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,INDUSTRIAL,ÓVALO,ASFALTADA
A-2021-10-190,P-2021-10-190-2-1,2021,2021-10-14,22:00,NOCHE (18-23),LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,MASCULINO,,CAMIONETA PICK UP,CHOQUE,URBANO,AVENIDA,URBANA,INDUSTRIAL,ÓVALO,ASFALTADA
A-2021-10-134,P-2021-10-134-1-1,2021,2021-10-17,05:45,MADRUGADA (00-05),CALLAO,VENTANILLA,CONDUCTOR,ILESO,,,MASCULINO,32,AUTOMÓVIL,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-134,P-2021-10-134-2-1,2021,2021-10-17,05:45,MADRUGADA (00-05),CALLAO,VENTANILLA,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,25,MOTOCICLETA,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-191,P-2021-10-191-1-1,2021,2021-10-17,13:55,TARDE (12-17),LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,MASCULINO,26,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-191,P-2021-10-191-1-2,2021,2021-10-17,13:55,TARDE (12-17),LIMA,LA VICTORIA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-192,P-2021-10-192-1-1,2021,2021-10-17,16:45,TARDE (12-17),LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,MASCULINO,23,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-192,P-2021-10-192-1-2,2021,2021-10-17,16:45,TARDE (12-17),LIMA,CARABAYLLO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,42,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-192,P-2021-10-192-2-1,2021,2021-10-17,16:45,TARDE (12-17),LIMA,CARABAYLLO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,NO INDICA,,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-193,P-2021-10-193-1-1,2021,2021-10-18,14:52,TARDE (12-17),LIMA,BREÑA,CONDUCTOR,ILESO,,,MASCULINO,32,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-193,P-2021-10-193-1-2,2021,2021-10-18,14:52,TARDE (12-17),LIMA,BREÑA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,90,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-10-194,P-2021-10-194-1-1,2021,2021-10-18,18:00,NOCHE (18-23),LIMA,SANTIAGO DE SURCO,CONDUCTOR,ILESO,,,MASCULINO,55,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-10-194,P-2021-10-194-1-2,2021,2021-10-18,18:00,NOCHE (18-23),LIMA,SANTIAGO DE SURCO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,72,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-10-195,P-2021-10-195-1-1,2021,2021-10-19,23:40,NOCHE (18-23),LIMA,LURIN,CONDUCTOR,ILESO,,,MASCULINO,30,AUTOMÓVIL,DESPISTE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-10-195,P-2021-10-195-1-2,2021,2021-10-19,23:40,NOCHE (18-23),LIMA,LURIN,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,48,AUTOMÓVIL,DESPISTE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-10-196,P-2021-10-196-1-1,2021,2021-10-20,14:30,TARDE (12-17),LIMA,COMAS,CONDUCTOR,ILESO,,,MASCULINO,,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
