codigo_siniestro,fecha,anio,hora,franja_horaria,distrito,zona,tipo_via,clase_siniestro,cantidad_fallecidos,cantidad_lesionados,n_vehiculos,vehiculo_fugado,soat_no_vigente
A-2023-03-146,2023-03-18,2023,16:30,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-03-147,2023-03-19,2023,05:55,MADRUGADA (00-05),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-03-150,2023-03-19,2023,06:25,MANANA (06-11),PUENTE PIEDRA,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2023-03-148,2023-03-19,2023,06:50,MANANA (06-11),VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-03-149,2023-03-19,2023,10:15,MANANA (06-11),SAN BORJA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-03-151,2023-03-20,2023,16:45,TARDE (12-17),COMAS,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-03-152,2023-03-21,2023,08:30,MANANA (06-11),JESUS MARIA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-03-153,2023-03-22,2023,19:40,NOCHE (18-23),ATE,URBANA,CARRETERA,CHOQUE,1,6,2,NO,NO
A-2023-03-154,2023-03-25,2023,01:45,MADRUGADA (00-05),CHACLACAYO,URBANA,CARRETERA,CHOQUE FUGA,1,0,2,SI,SI
A-2023-03-155,2023-03-25,2023,16:40,TARDE (12-17),LIMA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-03-157,2023-03-28,2023,07:10,MANANA (06-11),CARABAYLLO,RURAL,CARRETERA,CHOQUE,1,6,2,NO,SI
A-2023-03-156,2023-03-28,2023,16:00,TARDE (12-17),COMAS,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2023-03-158,2023-03-31,2023,12:30,TARDE (12-17),SAN BORJA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-04-140,2023-04-01,2023,20:50,NOCHE (18-23),SURQUILLO,URBANA,AVENIDA,ATROPELLO FUGA,1,1,1,SI,NO
A-2023-04-139,2023-04-01,2023,22:20,NOCHE (18-23),LURIN,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-04-142,2023-04-02,2023,04:00,MADRUGADA (00-05),PUNTA HERMOSA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-04-145,2023-04-02,2023,07:30,MANANA (06-11),LURIGANCHO,RURAL,CARRETERA,CHOQUE FUGA,1,0,2,NO,NO
A-2023-04-141,2023-04-02,2023,11:45,MANANA (06-11),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-04-147,2023-04-03,2023,06:50,MANANA (06-11),MAGDALENA DEL MAR,URBANA,OTRO,CHOQUE,1,0,2,SI,NO
A-2023-04-21,2023-04-05,2023,19:40,NOCHE (18-23),CALLAO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-04-144,2023-04-06,2023,18:00,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-04-143,2023-04-07,2023,02:30,MADRUGADA (00-05),LURIN,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-04-151,2023-04-07,2023,04:50,MADRUGADA (00-05),EL AGUSTINO,URBANA,CARRETERA,DESPISTE,1,1,1,NO,NO
A-2023-04-152,2023-04-08,2023,06:50,MANANA (06-11),ANCON,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-04-153,2023-04-08,2023,10:40,MANANA (06-11),CHORRILLOS,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-04-154,2023-04-08,2023,23:00,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-04-113,2023-04-09,2023,06:00,MANANA (06-11),CALLAO,URBANA,AUTOPISTA,CHOQUE,1,0,2,NO,NO
A-2023-04-155,2023-04-09,2023,17:20,TARDE (12-17),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-04-8,2023-04-10,2023,10:30,MANANA (06-11),MI PERU,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-04-124,2023-04-11,2023,09:00,MANANA (06-11),CALLAO,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,SI
A-2023-04-156,2023-04-11,2023,18:15,NOCHE (18-23),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-04-171,2023-04-12,2023,00:00,MADRUGADA (00-05),LIMA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-170,2023-04-12,2023,13:00,TARDE (12-17),PACHACAMAC,URBANA,CALLE,DESPISTE,1,0,1,NO,SI
A-2023-04-185,2023-04-12,2023,13:00,TARDE (12-17),PACHACAMAC,URBANA,CALLE,VOLCADURA,1,0,1,NO,SI
A-2023-04-157,2023-04-14,2023,23:30,NOCHE (18-23),SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-150,2023-04-16,2023,04:40,MADRUGADA (00-05),LA VICTORIA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-149,2023-04-22,2023,03:30,MADRUGADA (00-05),LIMA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-04-148,2023-04-22,2023,09:40,MANANA (06-11),ATE,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-04-146,2023-04-23,2023,12:20,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-138,2023-04-23,2023,14:10,TARDE (12-17),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-136,2023-04-24,2023,04:30,MADRUGADA (00-05),ATE,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-04-137,2023-04-24,2023,09:30,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-04-135,2023-04-24,2023,13:20,TARDE (12-17),SANTA ANITA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-133,2023-04-24,2023,16:30,TARDE (12-17),PUNTA HERMOSA,RURAL,AVENIDA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2023-04-134,2023-04-25,2023,15:20,TARDE (12-17),ATE,RURAL,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-04-131,2023-04-27,2023,06:23,MANANA (06-11),LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-04-132,2023-04-27,2023,10:31,MANANA (06-11),LA MOLINA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-04-129,2023-04-27,2023,18:50,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-121,2023-04-28,2023,09:10,MANANA (06-11),BARRANCO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-128,2023-04-29,2023,13:00,TARDE (12-17),VILLA EL SALVADOR,RURAL,CARRETERA,VOLCADURA,1,0,1,NO,NO
A-2023-04-127,2023-04-29,2023,13:45,TARDE (12-17),CARABAYLLO,URBANA,AVENIDA,CHOQUE,2,0,2,NO,SI
A-2023-04-122,2023-04-29,2023,16:15,TARDE (12-17),MIRAFLORES,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-04-126,2023-04-30,2023,05:00,MADRUGADA (00-05),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-04-125,2023-04-30,2023,11:30,MANANA (06-11),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,9,2,NO,SI
A-2023-04-123,2023-04-30,2023,15:30,TARDE (12-17),EL AGUSTINO,URBANA,CARRETERA,DESPISTE,2,1,1,NO,NO
A-2023-05-140,2023-05-03,2023,10:30,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2023-05-139,2023-05-06,2023,09:23,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-155,2023-05-06,2023,15:40,TARDE (12-17),SANTIAGO DE SURCO,RURAL,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-05-174,2023-05-06,2023,15:40,TARDE (12-17),SANTIAGO DE SURCO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-05-138,2023-05-06,2023,22:40,NOCHE (18-23),INDEPENDENCIA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-137,2023-05-07,2023,00:40,MADRUGADA (00-05),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-05-136,2023-05-08,2023,05:00,MADRUGADA (00-05),SAN BORJA,URBANA,CARRETERA,CHOQUE,1,24,2,NO,NO
A-2023-05-135,2023-05-10,2023,13:50,TARDE (12-17),VILLA EL SALVADOR,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-05-134,2023-05-11,2023,12:30,TARDE (12-17),LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-05-133,2023-05-11,2023,18:50,NOCHE (18-23),VILLA MARIA DEL TRIUNFO,URBANA,JIRÓN,DESPISTE,1,0,1,NO,NO
A-2023-05-132,2023-05-12,2023,21:00,NOCHE (18-23),LURIN,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-05-131,2023-05-13,2023,10:30,MANANA (06-11),RIMAC,URBANA,JIRÓN,ATROPELLO,1,1,1,NO,NO
A-2023-05-130,2023-05-14,2023,07:00,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-129,2023-05-14,2023,16:40,TARDE (12-17),LURIN,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-05-10,2023-05-14,2023,23:20,NOCHE (18-23),PACHACAMAC,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-05-128,2023-05-14,2023,23:20,NOCHE (18-23),PACHACAMAC,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-05-122,2023-05-19,2023,06:00,MANANA (06-11),ATE,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-05-127,2023-05-20,2023,19:20,NOCHE (18-23),LURIGANCHO,URBANA,CARRETERA,VOLCADURA,1,0,1,NO,NO
A-2023-05-126,2023-05-20,2023,23:40,NOCHE (18-23),LURIN,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-05-125,2023-05-21,2023,06:30,MANANA (06-11),LURIN,RURAL,CARRETERA,DESPISTE,1,0,2,NO,SI
A-2023-05-124,2023-05-21,2023,23:30,NOCHE (18-23),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-05-123,2023-05-22,2023,20:20,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-05-121,2023-05-24,2023,14:00,TARDE (12-17),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,CHOQUE,1,2,2,NO,NO
A-2023-05-154,2023-05-24,2023,17:00,TARDE (12-17),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-173,2023-05-24,2023,17:00,TARDE (12-17),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-107,2023-05-26,2023,08:10,MANANA (06-11),VENTANILLA,URBANA,CARRETERA,DESPISTE,1,2,1,NO,NO
A-2023-05-120,2023-05-26,2023,20:50,NOCHE (18-23),PUEBLO LIBRE,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-05-119,2023-05-26,2023,21:00,NOCHE (18-23),VILLA EL SALVADOR,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-05-113,2023-05-27,2023,20:00,NOCHE (18-23),LIMA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-114,2023-05-27,2023,20:10,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2023-05-112,2023-05-28,2023,05:30,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,1,1,1,NO,SI
A-2023-05-116,2023-05-29,2023,16:00,TARDE (12-17),LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-115,2023-05-29,2023,17:30,TARDE (12-17),PUEBLO LIBRE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-05-117,2023-05-30,2023,07:30,MANANA (06-11),PUENTE PIEDRA,URBANA,CALLE,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2023-05-118,2023-05-31,2023,19:00,NOCHE (18-23),VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-06-114,2023-06-01,2023,23:00,NOCHE (18-23),SAN MIGUEL,URBANA,OTRO,DESPISTE,1,1,1,NO,NO
A-2023-06-115,2023-06-01,2023,23:50,NOCHE (18-23),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-06-116,2023-06-03,2023,18:45,NOCHE (18-23),LIMA,RURAL,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-06-117,2023-06-03,2023,19:20,NOCHE (18-23),PUCUSANA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-06-118,2023-06-04,2023,07:20,MANANA (06-11),VILLA EL SALVADOR,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-119,2023-06-04,2023,07:45,MANANA (06-11),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-120,2023-06-04,2023,22:30,NOCHE (18-23),ANCON,RURAL,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-06-121,2023-06-06,2023,09:40,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CAÍDA DE PASAJERO,1,0,1,NO,SI
A-2023-06-122,2023-06-06,2023,20:50,NOCHE (18-23),SURQUILLO,URBANA,CALLE,ATROPELLO,1,1,1,NO,NO
A-2023-06-123,2023-06-07,2023,03:40,MADRUGADA (00-05),SANTIAGO DE SURCO,URBANA,CARRETERA,CHOQUE,2,1,2,NO,NO
A-2023-06-124,2023-06-07,2023,10:45,MANANA (06-11),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-06-125,2023-06-08,2023,05:00,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2023-06-126,2023-06-08,2023,08:30,MANANA (06-11),MIRAFLORES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-06-86,2023-06-08,2023,18:30,NOCHE (18-23),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-06-127,2023-06-09,2023,16:50,TARDE (12-17),JESUS MARIA,URBANA,AVENIDA,CHOQUE,2,0,2,NO,NO
A-2023-06-128,2023-06-10,2023,07:10,MANANA (06-11),SAN BORJA,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-06-131,2023-06-10,2023,20:40,NOCHE (18-23),ATE,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-06-129,2023-06-10,2023,23:30,NOCHE (18-23),ANCON,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-06-132,2023-06-11,2023,05:20,MADRUGADA (00-05),SURQUILLO,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,SI
A-2023-06-84,2023-06-11,2023,10:00,MANANA (06-11),CALLAO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-06-133,2023-06-12,2023,00:30,MADRUGADA (00-05),CHACLACAYO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2023-06-135,2023-06-12,2023,06:30,MANANA (06-11),LIMA,URBANA,AVENIDA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2023-06-134,2023-06-12,2023,20:30,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-06-92,2023-06-13,2023,09:00,MANANA (06-11),CALLAO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-06-136,2023-06-13,2023,15:40,TARDE (12-17),SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,VOLCADURA,1,0,2,NO,NO
A-2023-06-137,2023-06-13,2023,21:00,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-06-190,2023-06-14,2023,15:15,TARDE (12-17),CALLAO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-06-138,2023-06-16,2023,20:30,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-139,2023-06-17,2023,00:30,MADRUGADA (00-05),LURIN,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-153,2023-06-17,2023,01:30,MADRUGADA (00-05),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-06-140,2023-06-17,2023,09:00,MANANA (06-11),MIRAFLORES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-06-141,2023-06-18,2023,06:00,MANANA (06-11),ATE,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-142,2023-06-19,2023,03:15,MADRUGADA (00-05),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-06-143,2023-06-19,2023,16:50,TARDE (12-17),LURIGANCHO,URBANA,CALLE,VOLCADURA,1,1,1,NO,SI
A-2023-06-154,2023-06-19,2023,17:20,TARDE (12-17),CALLAO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-06-144,2023-06-19,2023,22:00,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-145,2023-06-22,2023,06:00,MANANA (06-11),VILLA EL SALVADOR,URBANA,AVENIDA,VOLCADURA,1,1,1,NO,SI
A-2023-06-146,2023-06-22,2023,08:45,MANANA (06-11),INDEPENDENCIA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-06-85,2023-06-23,2023,10:00,MANANA (06-11),CALLAO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-06-172,2023-06-23,2023,23:30,NOCHE (18-23),LURIN,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2023-06-195,2023-06-23,2023,23:30,NOCHE (18-23),LURIN,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2023-06-189,2023-06-25,2023,18:40,NOCHE (18-23),CALLAO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-148,2023-06-26,2023,05:50,MADRUGADA (00-05),INDEPENDENCIA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-06-149,2023-06-27,2023,05:50,MADRUGADA (00-05),PUNTA HERMOSA,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-06-150,2023-06-28,2023,07:00,MANANA (06-11),CARABAYLLO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-06-151,2023-06-29,2023,05:30,MADRUGADA (00-05),SANTA ANITA,URBANA,CARRETERA,CHOQUE,1,1,2,NO,NO
A-2023-06-152,2023-06-30,2023,19:30,NOCHE (18-23),CHORRILLOS,URBANA,AVENIDA,CHOQUE CON OBJETO FIJO,1,0,1,NO,SI
A-2023-07-123,2023-07-01,2023,05:30,MADRUGADA (00-05),VILLA MARIA DEL TRIUNFO,RURAL,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-07-124,2023-07-01,2023,10:40,MANANA (06-11),SAN MIGUEL,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-136,2023-07-01,2023,22:30,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-07-125,2023-07-02,2023,02:30,MADRUGADA (00-05),LOS OLIVOS,URBANA,CALLE,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2023-07-127,2023-07-02,2023,23:00,NOCHE (18-23),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-07-126,2023-07-02,2023,23:30,NOCHE (18-23),LURIN,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-07-128,2023-07-04,2023,18:30,NOCHE (18-23),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-129,2023-07-05,2023,10:40,MANANA (06-11),LA VICTORIA,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,SI
A-2023-07-130,2023-07-06,2023,05:50,MADRUGADA (00-05),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-131,2023-07-06,2023,17:00,TARDE (12-17),RIMAC,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2023-07-132,2023-07-08,2023,21:30,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,NO
A-2023-07-133,2023-07-09,2023,01:30,MADRUGADA (00-05),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-134,2023-07-09,2023,07:45,MANANA (06-11),COMAS,URBANA,AVENIDA,DESPISTE,5,28,1,NO,SI
A-2023-07-135,2023-07-12,2023,02:45,MADRUGADA (00-05),INDEPENDENCIA,URBANA,CARRETERA,DESPISTE,1,1,1,NO,NO
A-2023-07-137,2023-07-12,2023,20:30,NOCHE (18-23),VILLA EL SALVADOR,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2023-07-138,2023-07-13,2023,00:40,MADRUGADA (00-05),CARABAYLLO,URBANA,AVENIDA,CHOQUE FUGA,1,0,2,SI,SI
A-2023-07-139,2023-07-13,2023,22:10,NOCHE (18-23),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-140,2023-07-14,2023,09:20,MANANA (06-11),LIMA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-07-141,2023-07-16,2023,03:50,MADRUGADA (00-05),LIMA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-07-142,2023-07-18,2023,14:30,TARDE (12-17),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-143,2023-07-21,2023,05:50,MADRUGADA (00-05),PACHACAMAC,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-07-144,2023-07-22,2023,19:30,NOCHE (18-23),PUNTA NEGRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-07-145,2023-07-22,2023,20:30,NOCHE (18-23),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-146,2023-07-22,2023,21:10,NOCHE (18-23),LA MOLINA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-07-147,2023-07-23,2023,04:40,MADRUGADA (00-05),INDEPENDENCIA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-07-148,2023-07-25,2023,14:00,TARDE (12-17),EL AGUSTINO,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2023-07-149,2023-07-25,2023,14:30,TARDE (12-17),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-07-150,2023-07-26,2023,07:40,MANANA (06-11),CARABAYLLO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-07-90,2023-07-26,2023,22:00,NOCHE (18-23),CALLAO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-07-152,2023-07-27,2023,11:10,MANANA (06-11),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2023-07-151,2023-07-27,2023,11:30,MANANA (06-11),CARABAYLLO,URBANA,CALLE,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-07-153,2023-07-29,2023,06:00,MANANA (06-11),VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-07-154,2023-07-29,2023,22:30,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,CARRETERA,CHOQUE,2,0,2,NO,NO
A-2023-08-85,2023-08-01,2023,11:10,MANANA (06-11),COMAS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-08-86,2023-08-04,2023,06:40,MANANA (06-11),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-08-151,2023-08-05,2023,10:00,MANANA (06-11),CALLAO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-89,2023-08-06,2023,20:20,NOCHE (18-23),ATE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-87,2023-08-07,2023,00:45,MADRUGADA (00-05),LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-08-88,2023-08-07,2023,06:50,MANANA (06-11),LURIN,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-08-90,2023-08-07,2023,22:20,NOCHE (18-23),LIMA,URBANA,AVENIDA,VOLCADURA,1,1,1,NO,NO
A-2023-08-91,2023-08-09,2023,16:15,TARDE (12-17),LA VICTORIA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-08-92,2023-08-09,2023,19:10,NOCHE (18-23),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-93,2023-08-11,2023,09:25,MANANA (06-11),BREÑA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-94,2023-08-13,2023,05:00,MADRUGADA (00-05),ATE,URBANA,CARRETERA,CHOQUE,1,0,2,NO,SI
A-2023-08-95,2023-08-14,2023,06:00,MANANA (06-11),LA VICTORIA,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2023-08-96,2023-08-14,2023,23:30,NOCHE (18-23),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-08-97,2023-08-16,2023,15:40,TARDE (12-17),EL AGUSTINO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-08-98,2023-08-17,2023,11:45,MANANA (06-11),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
