"codigo_osinerg","razon_social","actividad","departamento","provincia","distrito","direccion","fecha_reporte"
"19985","COESTI S.A","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN MIGUEL","AV. RAFAEL ESCARDO N° 250","2026-08-09"
"19986","DIEGO OSWALDO HUMARI QUISPE","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SANTA ANITA","AV. ALTO HUANCARAY MZ. B LTE. 6, ASOCIACION DE VIVIENDA SAN CARLOS","2026-08-09"
"19988","COMPAÑÍA PETROLERA PLUS SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SANTA ANITA","AV. HUANCARAY MZ. A-6, LOTES DEL 44 AL 47, URB. LAS FLORES","2026-08-09"
"19989","COESTI S.A.","EE.SS con GLP y GNV","LIMA","LIMA","SANTIAGO DE SURCO","AV. TOMAS MARSANO Nº 4080 ESQUINA CON AV. SURCO","2026-08-09"
"19990","EUROMAXX INVERSIONES GENERALES SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","VILLA EL SALVADOR","MZ. N LOTE 5 GRUPO 20 SECTOR 1 ESQ. CON AV. MICAELA BASTIDAS","2026-08-01"
"19991","ESTACION DE SERVICIOS LAS CONCHITAS E.I.R.L.","EE.SS con GLP y GNV","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","AV PACHACUTEC Nº 6587 MZ D LOTES N° 14,16, 18, 19 SANTA ROSA DE TABLADA DE LURIN","2026-08-08"
"19993","GRIFO VALLE ALTO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","CALLE SAN MARTIN DE PORRAS N° 413 MZ. 191, LOTES 18 Y 1 ETAPA V, PP.JJ. JOSE CARLOS MARIATEGUI","2026-08-07"
"19994","HYTEK AUTOGAS","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","MZ. C, LOTE 1, GRUPO RESIDENCIAL N° 3, PUEBLO JOVEN NUEVO PROGRESO (AV. PACHACUTEC N° 8035)","2026-08-09"
"20000","GRIFO FLOTANTE ACOSTA I E.I.R.L.","GRIFOS FLOTANTES","LORETO","ALTO AMAZONAS","YURIMAGUAS","CALLE MALECÓN SHANUSI S/N-PUERTO GARCILAZO DE LA VEGA","2026-08-08"
"20002","COMBUSTIBLES DE LA SELVA SANTO TOMAS E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","SAN JUAN BAUTISTA","CARRETERA SANTO TOMAS KM 1, MZ. A, LTS 1, 2, 3 Y 4  AA.HH. AEROPUERTO","2026-08-07"
"20003","GRIFO FLOTANTE OTORONGO S.R.L. ","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","IQUITOS","PROLONGACION PUTUMAYO S/N ESQ. CON CALLE GARCIA CALDERON","2026-08-08"
"20011","SERV. ORO NEGRO MAZUKO","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","TAMBOPATA","INAMBARI","CARRETERA MAZUKO-PUERTO MAZUCO CON EL JR. QORIPAMPA MZ. A, LOTES 1, 2, 12, 13, 15, 16, 17 Y 18","2026-08-07"
"20012","LEOCUPER REPRESENTACIONES E.I.R.L.TDA","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","TAMBOPATA","INAMBARI","AV. INAMBARI MZA. 28, LOTE 13 - MAZUKO","2026-08-07"
"20018","WLEO REPRESENTACIONES S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","AV. FITZCARRALD Nº 902, ESQ. CON JR. ANCASH","2026-08-08"
"20019","MUNICIPALIDAD PROVINCIAL DE ILO","ESTACIÓN DE SERVICIOS / GRIFOS","MOQUEGUA","ILO","ILO","PAMPA INALAMBRICA SECTOR H-I, LOTE 1","2026-08-05"
"20021","GRIFO MUNICIPAL TORATA","ESTACIÓN DE SERVICIOS / GRIFOS","MOQUEGUA","MARISCAL NIETO","TORATA","CARRETERA BINACIONAL ILO DESAGUADERO - LA PAZ KM. 28","2026-08-08"
"20022","JOSE ANTONIO PALACIOS ESPINOZA","ESTACIÓN DE SERVICIOS / GRIFOS","PASCO","PASCO","CHAUPIMARCA","CARRETERA CENTRAL S/N MZ 2 LT. 24 AA.HH. TUPAC AMARU SECTOR 2","2026-08-05"
"20026","ALVARADO CALLE SEGISMUNDO","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","MORROPON","CHULUCANAS","KM. 50 CARRETERA CHULUCANAS","2026-08-08"
"20029","ESTACION DE SERVICIOS SAN JOSE S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","TALARA","LOS ORGANOS","CARRETERA PANAMERICANA NORTE KM. 1153 + 248 AL 1153 + 288","2026-08-08"
"20065","SERVICENTRO LALO HMRD EIRL.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","PUNO","ACORA","AV. PANAMERICANA S/N","2026-08-07"
"20072","OMP PETRONEGOCIACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","PUNO","PUNO","KM. 5.042 CARRETERA PUNO - JULIACA","2026-07-30"
"20089","SERVIORIENTE S.C.R.LTDA.","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","MARISCAL CACERES","JUANJUI","JR. TRIUNFO N° 1162","2026-08-08"
"20094","SHILCAYO GRIFO SRL","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","SAN MARTIN","LA BANDA DE SHILCAYO","CARRETERA MARGINAL SUR S/N (CARRETERA TARAPOTO  YURIMAGUAS KM. 1.50)","2026-08-07"
"20095","SERVICENTRO LA MARGINAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","SAN MARTIN","TARAPOTO","JR. ORELLANA N° 716","2026-08-07"
"20097","ESTACION DE SERVICIOS ELISUR S.C.R.LTDA.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","TACNA","TACNA","TACNA","AV. JORGE BASADRE GROHMANN Nº 560 - PAGO COLLANA","2026-08-09"
"20098","MULTISERVICIOS ECOGAS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","TACNA","TACNA","TACNA","AV. INDUSTRIAL Nº 1895 ESQUINA CON CALLE TACNA","2026-08-08"
"20099","COESTI S.A. TACNA 2","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","TACNA","TACNA","TACNA","AV. CIRCUNVALACION OESTE Nº 475","2026-08-09"
"20104","GRIFO CENTRAL","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","CORONEL PORTILLO","CALLERIA","AV. SAENZ PEÑA MZ. 148, LOTES 8 Y 10. ESQUINA CON JR. TARAPACA N° 100","2026-08-08"
"20109","NEGOCIACIONES NESHUYA SRL","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","NESHUYA","CARRETERA FEDERICO BASADRE KM. 60.70 MONTE ALEGRE","2026-08-08"
"20110","ESTACION DE SERVICIOS SAN PEDRITO JZA EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","UCAYALI","PADRE ABAD","PADRE ABAD","CARRETERA FEDERICO BASADRE KM. 163","2026-08-08"
"20111","SERVICENTRO ROMA S.C.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","UCAYALI","PADRE ABAD","PADRE ABAD","CARRETERA FEDERICO BASADRE KM. 165,00 - PAMPA YURAC","2026-08-09"
"20112","SERVICENTRO SANTA YSABEL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AMAZONAS","UTCUBAMBA","BAGUA GRANDE","KM. 224 CARRETERA BELAUNDE TERRY (EX CARRETERA MARGINAL KM. 224)","2026-08-08"
"20117","YACHT CLUB PERUANO - SEDE PARACAS","ESTACIÓN DE SERVICIOS / GRIFOS","ICA","PISCO","PARACAS","CALLE BAHIA MZ. A LOTE 9","2026-08-07"
"20118","GRIFO LASER","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","SUBTANJALLA","PANAMERICANA SUR KM. 299","2026-08-08"
"20119","TRANSPORTES KAIRO¿S SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","JAUJA","SAUSA","AV. HATUN XAUXA N° 403 ESQ. CON AV. CIRCUNVALACION","2026-08-07"
"20120","ESTACION DE SERVICIOS SURTIDORES LOZANO","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","CHANCHAMAYO","PICHANAQUI","AV. MARGINAL KM. 52.5","2026-08-05"
"20123","TEO COMBUSTIBLES S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","PACASMAYO","GUADALUPE","CARRETERA PACASMAYO-CAJAMARCA KM. 8.4 SECTOR MARISCAL CASTILLA","2026-08-08"
"20124","GRIFO VILLA HERMOSA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","ATE","AV. A SUR CALLE 1 Y CALLE 2, RESIDENCIAL VILLA HERMOSA DE HUAYCAN","2026-08-09"
"20125","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. NESTOR GAMBETTA N° 115","2026-08-09"
"20126","ESTACIONES DE SERVICIO MERLY  EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUAURA","HUAURA","CARRETERA PANAMERICANA NORTE KM. 154","2026-08-04"
"20127","NEGOCIACIONES CMC D' HUARAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","HUARAL","HUARAL","AV. HUANDO S/N MZ. A, LOTE 1, LAS DELICIAS","2026-08-09"
"20129","COESTI S.A. ESFERRERO","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LA MOLINA","ESQ. AV. RAUL FERRERO CON AV. ALAMEDA DEL CORREGIDOR","2026-08-09"
"20130","GRIFO VALCARD S.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. SANTA ROSA DE LIMA Nº 2091 - URB. LA HUAYRONA","2026-08-06"
"20135","ESTACION DE SERVICIOS TORRES E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","PICOTA","PICOTA","CARRETERA FERNANDO BELAUNDE TERRY KM. 59 (REF. FRENTE A DON POLLO)","2026-08-07"
"20785","NEGOCIACIONES C.V.Q. E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","YAULI","SANTA ROSA DE SACCO","AV. AREVALO S/N KM 164 CARRETERA CENTRAL","2026-08-08"
"20876","SUCESION INDIVISA ARIAS ARZAPALO DEMETRIO","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. PROCERES DE LA INDEPENDENCIA N° 3810-A ESQ. JR. LOS SOCIOLOGOS URB. MARISCAL CACERES","2026-08-08"
"20978","COMBUSTIBLES EL CARMEN SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","CHICLAYO","AV. HIPOLITO UNANUE Nº 300","2026-08-07"
"20980","SERVICENTRO CELESTE S.A. ","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. QUILCA S/N CUADRA 11, MZ. E, LT. 29, RESIDENCIAL AEROPUERTO, ESQ. CALLE SATURNO Y NEPTUNO","2026-08-08"
"20981","SERVICIOS DE COMBUSTIBLES SANTA FE EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUARAL","HUARAL","AV. CHANCAY S/N, SECTOR PAMPA LARA SUB LOTE N° 6","2026-08-08"
"20982","ESTACION DE SERVICIOS LOS OLIVOS S. A. C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LOS OLIVOS","AV. UNIVERSITARIA CDRA. 51, ESQUINA CON CALLE A","2026-08-09"
"20983","SURTIDORES E INVERSIONES MAX E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","CHANCHAMAYO","SAN RAMON","AV. JUAN SANTOS ATAHUALPA S/N - URB. EL MILAGRO","2026-08-08"
"20987","GRIFO LAS COLINAS SRL","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","SAN JUAN BAUTISTA","AV. ABELARDO QUIÑONES KM 2.5 ESQ. CON CALLE LOS FRUTALES MZ. D LOTES 01 Y 02-A","2026-08-09"
"20989","VINKRIX S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","QUISPICANCHI","LUCRE","CARRETERA CUSCO - URCOS KM. 25 - HUACARPAY","2026-08-09"
"20990","SERVICENTRO TRANS OCEANICA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CANCHIS","SICUANI","LOCALIDAD DE QUEHUAR KM. 119, VIA CUSCO - SICUANI","2026-08-09"
"20991","ESTACION DE SERVICIOS R Y S EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","SAN MARTIN","TARAPOTO","AV. VIA DE EVITAMIENTO N° 1890","2026-08-08"
"20993","MULTISERVICIOS ECOGAS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","TACNA","TACNA","TACNA","ESQUINA AV. COLLPA CON AV. CRISTO REY","2026-08-08"
"20994","INVERSIONES BROWN S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","AYACUCHO","JR. MANCO CAPAC N° 839 Y CALLE QUINUA","2026-07-31"
"20997","ESTACION DE SERVICIOS CARRETERO SAN JUAN S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","AZANGARO","AZANGARO","JR. LUIS RIVAROLA N° 223 BARRIO LIZANDRO LUNA","2026-08-07"
"20999","ESTACION DE SERVICIOS EL OLIVO E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","ABANCAY","ABANCAY","AV. VENEZUELA N° 110","2026-08-09"
"21001","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN ISIDRO","AV. GUARDIA CIVIL N° 1109 ESQ. CON AV. DEL PARQUE SUR N° 314","2026-08-09"
"21003","PETRO EXPLORIUM S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","VILLA EL SALVADOR","AV. MARIA REICHE S/N. CON SEPARADORA INDUSTRIAL - URB. PACHACAMAC","2026-08-09"
"21004","LA JOYA DE SANTA ISABEL E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","ATE","ESQ. AV. MIGUEL GRAU Y CALLE 4","2026-08-08"
"21005","SERVICENTRO LA ESTANCIA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","HUAURA","SAYAN","VIA IRRIGACION SANTA ROSA - CRUCE SAN BOSCO","2026-08-04"
"21006","PETROCENTRO YULIA S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","SAN MIGUEL","AV. LA MARINA Nº 2789 ESQUINA CON AV. RAFAEL ESCARDO, URB MARANGA","2026-08-08"
"21007","ESTACION 715 LA MERCED","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","ATE","ESQ. AV. URUBAMBA CON AV. LOS INGENIEROS","2026-08-08"
"21008","GRIFO PACIFICO","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","ICA","AV. ARENALES NRO. 1911","2026-08-08"
"21010","MARLUAN SERVICIOS GENERALES SRL","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","JACOBO HUNTER","AV. PAISAJISTA S/N","2026-08-08"
"21011","M & S HIDROCARBUROS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CAMANA","SAMUEL PASTOR","AV. LIMA N° 801","2026-08-06"
"21012","ESTACION DE SERVICIO PUCCHUN","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","CAMANA","MARISCAL CACERES","MZ. H, LT. N° 1, ANEXO PUCCHUN, CARRETERA PANAMERICANA SUR KM. 821","2026-08-08"
"21015"," MARTHA FLORIMER HEREDIA MONTENEGRO","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","PICOTA","SAN HILARION","CARRETERA MARGINAL SUR KM 79","2026-08-07"
"21016","INVERSIONES NCN S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","MOYOBAMBA","MOYOBAMBA","CARRETERA FERNANDO BELAUNDE TERRY KM. 503","2026-08-08"
"21017","PETRO CATACAOS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","PIURA","CATACAOS","AV. CAYETANO HEREDIA N° 1102","2026-08-08"
"21020","INVERSIONES GRIFO VICTORIA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA","AV. CUSCO N° 277","2026-08-03"
"21030","EMPRESA DE TRANSPORTES Y SERVICIOS ALMIRANTE MIGUEL GRAU S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SANTA ANITA","AV. COLECTORA CUADRA 4, MZ. ""A-19"" LOTE 3","2026-08-08"
"21031","GRIFO SAN IGNACIO SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","CHORRILLOS","ESQ. AV. HUAYLAS N° 600 CON JR. JUSTO NAVEDA N° 121","2026-08-05"
"21032","COESTI S.A","EE.SS con GLP y GNV","LIMA","LIMA","CHORRILLOS","AV. GUARDIA CIVIL N° 333","2026-08-09"
"21034","GASCORVILL  S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","MZ. D, LTS. 3 - 4, URB. LAS COLINAS 1RA. ETAPA","2026-08-07"
"21035","INVERSIONES VENTURA A R E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE MIRAFLORES","AV. MIGUEL IGLESIAS MZ. J, LT. 8, COOPERATIVA DE VIVIENDA SAN MIGUEL DE APURIMAC","2026-08-08"
"21036","REPSOL COMERCIAL S.A.C. ","EE.SS con GNV","LIMA","LIMA","CHORRILLOS","AV. GUARDIA CIVIL N° 723 - 709 - 715, ESQUINA CON AV. EL SOL N° 1297 - 1283 - 1275 - 1269, URB. LA CAMPIÑA","2026-08-09"
"21037","COMERCIALIZADORA Y SERVICIOS DON MARCOS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","HUARAL","AUCALLAMA","VARIANTE AUTOPISTA HUARAL - LIMA KM. 09 SECTOR CARLINI","2026-08-08"
"21038","SERVICIOS GAIA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","CARABAYLLO","AV. TUPAC AMARU, ALTURA KM. 23 CARRETERA CANTA","2026-08-05"
"21039","GASOLES S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","TRUJILLO","LA ESPERANZA","ESQUINA AV. TAHUANTINSUYO N° 1007 Y CALLE CARLOS M. DE ALVEAR N° 797","2026-08-07"
"21040","GRIFO AMIGO S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","TRUJILLO","AVENIDA PROLONGACION CESAR VALLEJO MANZANA 46A, URBANIZACION LA RINCONADA","2026-08-08"
"21043","SERVICENTRO NUEVA LUZ E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","SANTA ANA","CARRETERA QUILLABAMBA ECHARATE KM. 14 SECTOR CHAQUIMAYO","2026-08-08"
"21045","ALPEX GAS SOCIEDAD ANONIMA CERRADA - ALPEX GAS S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","CAYMA","ESQUINA CALLE TACNA CON AV. RAMON CASTILLA, URB. FRANCISCO BOLOGNESI","2026-08-07"
"21046","GRIFO SAN PEDRO S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","CERRO COLORADO","AV. JUAN DE LA CRUZ CALIENES S/N","2026-08-08"
"21047","COESTI S.A.  ES DON CARLITOS","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","CERRO COLORADO","VARIANTE DE UCHUMAYO KM. 3.6 - SEMI RURAL PACHACUTEC","2026-08-08"
"21048","MENDOZA QUISPE SONIA","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","LA MAR","TAMBO","JR. LOS LIBERTADORES S/N","2026-08-04"
"21052","COESTI S.A","EE.SS con GLP y GNV","LIMA","LIMA","LIMA","AV. MARISCAL OSCAR R. BENAVIDES Nº 871 (ANTES: AV. COLONIAL ESQ. AV. TINGO MARIA)","2026-08-09"
"21053","J.W. OLIVER S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. GRAN CHIMÚ Nº 1412","2026-08-07"
"21054","GLOBAL FUEL S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SANTIAGO DE SURCO","AV. SANTIAGO DE SURCO N° 3291, ESQUINA CON LOS ALAMOS LOTES 4 Y 5","2026-08-08"
"21057","COESTI S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. MARCO POLO S/N ESQ. JR. ALBERTO SECADA N* 474","2026-08-08"
"21058","COMARSA & CIA. S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","CARABAYLLO","AV. FELIPE MENDIZABAL MZ. K, LTS. 3 Y 4, URB TUNGASUCA","2026-08-04"
"21059","PETRO GAS TORRES EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","SATIPO","RIO NEGRO","CARRETERA MARGINAL KM. 3.5 - SECTOR RIO ALBERTA","2026-08-07"
"21060","GRIFO CONTINENTAL SERVICE E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN JERONIMO","AV. MANCO CAPAC Nº 133 C-2","2026-08-08"
"21096","GRUPO AZAÑERO INVERSIONISTAS EN COMBUSTIBLES S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","COMAS","AV. HEROES DEL ALTO CENEPA MZ. B LOTE 13 URB. CHACRA CERRO","2026-08-08"
"21142","PETROGAS E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","HUANCAYO","CHILCA","AV. 9 DE DICIEMBRE Nº 1104","2026-08-09"
"21145","ESTACION DE SERVICIOS VIRGEN DE LAS NIEVES S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","ICA","ICA","LA TINGUIÑA","AV. EL PARQUE Nº 701","2026-08-07"
"21146","EMPRESA DE TRANSPORTES HUANCHACO S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","HUANCHACO","AV. CHAN CHAN Nº 104 Y CALLE 28 DE JULIO - CENTRO POBLADO VILLA DEL MAR","2026-08-08"
"21147","XACT PERU S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","ISLAY","ISLAY","CARRETERA A MATARANI - AREQUIPA KM. 53+600","2026-08-09"
"21148","COMERCIALIZADORA DE COMBUSTIBLES FERNANDEZ HNOS. SRL.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","CAMANA","CAMANA","AV. JOSE GRANDA N° 301","2026-08-07"
"21149","SERVICIOS LOGISTICOS VIMA SAC","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","BELLAVISTA","BELLAVISTA","JR. MOQUEGUA CON JR. AYACUCHO","2026-08-02"
"21151","ESTACION DE SERVICIOS SAN JOSE S.A.C. TALARA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","TALARA","PARIÑAS","AV. IGNACIO MERINO MZ. F, LOTE 12","2026-08-08"
"21152","AVA JANGAS - ESTACION DE SERVICIO TLT","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","HUARAZ","JANGAS","CARRETERA HUARAZ CARAZ KM. 215.5 JANGAS","2026-08-08"
"21153","GRIFO SAN MIGUELITO S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA","ESQ. AV. CUSCO - JR. FLORIDA S/N.","2026-08-08"
"21160","SERVICENTRO SAN PEDRO EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","CHINCHEROS","CHINCHEROS","AV. SAN MARTIN - LLIMPE S/N","2026-08-07"
"21162","OSCAR OLIVERA REQUEJO","GRIFOS RURALES CON ALMACENAMIENTO EN CILINDROS","AMAZONAS","UTCUBAMBA","CAJARURO","PROLONGACION AV. 27 DE OCTUBRE","2026-08-07"
"21163","INVERSIONES M Y E S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","ATE","AV. JOSE CARLOS MARIATEGUI ESQ. CALLE B-8 HUAYCAN","2026-08-08"
"21185","SERVICETRO DANIEL EL DULCE","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO","ESQUINA PACO YUNQUE Y DADOS ETERNOS","2026-08-08"
"21186","RUBEN VALDIVIA GUZMAN","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SANTIAGO","AV. HERMANOS AYAR LOTE F-1-B, PP.JJ. BARRIO DE DIOS","2026-08-07"
"21188","ESTACION DE SERVICIOS PETROMAC","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","POROY","CARRETERA CUSCO - ABANCAY KM. 13, SECTOR CACHARPARIPAMPA","2026-08-07"
"21190","COMBUSTIBLES DEL ORIENTE S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","UCAYALI","CORONEL PORTILLO","YARINACOCHA","CARRETERA FEDERICO BASADRE KM. 6.200 - PUCALLPA","2026-08-08"
"21191","GRUPO PURITA CALIDAD E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","PADRE ABAD","CARRETERA FEDERICO BASADRE KM. 212","2026-08-09"
"21193","ESTACION DE SERVICIOS ECOPETROL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","CORONEL PORTILLO","CAMPOVERDE","AV. 1º DE JUNIO Nº 549 - CAMPOVERDE","2026-08-06"
"21196","GRIFO PORVENIR AM SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","PADRE ABAD","CARRETERA FEDERICO BASADRE KM. 209 - CASERIO MIGUEL GRAU","2026-08-08"
"21198","PEYSA I S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","HUANCABAMBA","HUANCABAMBA","CASERIO QUISPAMPA BAJA S/N","2026-08-03"
