"codigo_osinerg","razon_social","actividad","departamento","provincia","distrito","direccion","fecha_reporte"
"144374","ALLE ESTACIONES S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN JUAN DE MIRAFLORES","PANAMERICANA SUR MZ. P, LOTES 18, 19, 20, COOPERATIVA DE VIVIENDA AMERICA S.R.LTDA","2026-08-07"
"144379","INVERSIONES NANDO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","CHONGOYAPE","CARRETERA CHICLAYO - CHONGOYAPE KM. 62+900 SECTOR JUANA RIOS","2026-08-07"
"14438","MULTISERVICIOS ARAGON S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","MARIANO MELGAR","CALLE PIURA N° 1213 ESQUINA CON CALLE MADRE DE DIOS","2026-08-08"
"144382","SERVICENTRO PAMPAS YURAC","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","PADRE ABAD","CARRETERA FEDERICO BASADRE KM. 163 MARGEN IZQUIERDA FUNDO INGRID SECTOR PAMPA YURAC","2026-08-08"
"144437","GRIFO¿S ERIC E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN JERONIMO","PREDIO MANZANAYOC PUCRO","2026-08-07"
"14444","ESTACION  DE SERVICIO SAN MARTIN","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","AREQUIPA","SOCABAYA","ESQUINA CALLE OROYA Nº 324 CON CALLE HUAMACHUCO - SAN MARTIN DE SOCABAYA","2026-08-08"
"14446","ESTACION DE SERVICIOS GRUPO CAMANA SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","CAMANA","SAMUEL PASTOR","CARRETERA PANAMERICANA SUR KM. 832","2026-08-08"
"14447","FRUDEL E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CASTILLA","ORCOPAMPA","CALLE CUSCO S/N. URB. LA LAGUNA","2026-08-04"
"144514","WARI SERVICE SAC","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ESPINAR","YAURI","PARCELAS 2 Y 3 DEL PREDIO RUSTICO DENOMINADO CHILLITIRA SULLALLANI MUNAY PATA-COMUNIDAD CAMPESINA HUISA CCOLLANA","2026-08-07"
"144518","GRUPO APCHA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","AV. SIMON BOLIVAR ESQUINA CON CALLE SIN NOMBRE, URB. CAMINO CHURI MZ. R LOTES 01, 02 Y 13.","2026-07-20"
"144526","AERO GAS DEL NORTE SAC","EE.SS con GLP y GNV","LIMA","LIMA","COMAS","LOTE 1, CON FRENTE A LA AV. HEROES ALTO CENEPA - EX FUNDO CHACRA CERRO","2026-08-08"
"14455","ESTACION PALUCO E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","JESUS NAZARENO","CARRETERA AYACUCHO - HUANTA KM. 7 + 104","2026-08-08"
"14456","HINOSTROZA HUAMAN GERARDO","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","JESUS NAZARENO","JR. CIRO ALEGRIA N° 588 CON AV. SALVADOR CAVERO","2026-08-08"
"14457","EESS PRIMAX CARMEN ALTO","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","CARMEN ALTO","AV. MARISCAL CACERES 322","2026-08-09"
"14459","AVENDAÑO CUADROS RICHAR FELIX","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","QUINUA","AV. LIBERTADORES 602, CARRETERA AYACUCHO - SAN FRANCISCO","2026-08-08"
"144638","SERVICENTRO BAJO URUBAMBA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","ECHARATE","A.P.V. NUEVO ECHARATE SANIRIATO MZ. L LOTE 1","2026-08-01"
"144657","ESTACION DE SERVICIOS MONTE EVEREST S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","CHINCHA","SUNAMPE","SUB LOTE 2-A AV. PRINCIPAL-CARRETERA A SUNAMPE","2026-08-05"
"144711","PETROL FAST DYLAN S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","TOCACHE","TOCACHE","CARRETERA FERNANDO BELAUNDE TERRY PE 5N KM 3.90","2026-08-04"
"14473","GRAN PRIX PLUS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","JAEN","JAEN","AV. PAKAMUROS Nº 1296","2026-08-07"
"144735","GRIFOS SAN PETRUS II EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","AV. MODESTO BORDA APAZA S/N MZ.G LT.01 URB. SANTO DOMINGO I ETAPA","2026-08-07"
"14475","ESTACION DE SERVICIOS SAN JUAN","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CANCHIS","SICUANI","AV. CONFEDERACION N° 919","2026-08-08"
"14478","JHON AMERICO HUAMAN SALAS","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN JERONIMO","AV. MANCO CCAPAC S/N","2026-08-08"
"14480","GRIFO EL SOL","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN SEBASTIAN","CARRETERA CUSCO - URUBAMBA KM. 16 SECTOR CCORAO","2026-08-08"
"144806","CHERO ODAR AGUSTIN CASIMIRO","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","MARISCAL CACERES","PAJARILLO","ESQUINA JR. TUPAC AMARU CON JR. JORGE CHAVEZ","2026-07-31"
"14481","SERVIMAS GRIFO E.I.R.LTDA.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN SEBASTIAN","PROLONGACION AV. DE LA CULTURA Nº2338 - B- SANTUTIS CHICO","2026-08-06"
"14482","SOLUCIONES PETROLERAS SEÑOR DE HUANCA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SANTIAGO","SECTOR URMAYMOCCO, COMUNIDAD CACHONA S/N CARRETERA CUSCO - PARURO","2026-08-06"
"14483","SERVICENTRO ESMAD S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAYLLA","AV. CUSCO S/N, A MANO IZQUIERDA DE LAS REVISIONES TECNICAS","2026-08-08"
"144855","A & L ADMINISTRACION S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LURIGANCHO","AV. ALAMEDA N° 180","2026-08-09"
"14487","GRIFO HUANCAVELICA JAMKO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","JR. HUANCAYO S/N","2026-08-08"
"144873","LAZMOR E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","VIRU","CHAO","PREDIO 21723, LA VICTORIA CALLE PU-PRS / CALLE U.C. 10570","2026-08-09"
"14488","ESTACION DE SERVICIOS SAN JUAN E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","AV. ANDRES AVELINO CÁCERES Nº 951","2026-08-03"
"144891","FRANKLIN HUAMAN BAEZ ","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","QUELLOUNO","SECTOR REMOLINO PREDIO ROSEDAL","2026-07-31"
"144952","R & S PETROSUR KALA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","AZANGARO","CHUPA","AV. PROLONGACIÓN TUPAC AMARU S/N","2026-08-04"
"144987","SERVICENTRO DOMI E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","CORONEL PORTILLO","YARINACOCHA","AV. 2 DE MAYO ESQUINA AV. PASEO DE LA REPUBLICA A 200 METROS DE LA TORRE ELECTRICA DE ALTA TENSION","2026-08-07"
"145032","SERVICENTRO Y DISTRIBUCIONES YHEM EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ANTONIO DE PUTINA","QUILCAPUNCU","AV. SANDIA S/N BARRIO VILLA QUILCA","2026-08-05"
"145039","ESTACION DE SERVICIOS MI ROSITA E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","LA VICTORIA","PROLONGACION AV. MANUEL SEOANE Y CALLE 02 (LIMA) - SECTOR TOCNOPE","2026-08-01"
"14507","ESTACION GAS JKA E.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","HUANUCO","LEONCIO PRADO","RUPA-RUPA","AV. AMAZONAS N° 628","2026-08-09"
"14509","BENYKENT SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","CHINCHA","CHINCHA ALTA","AV. FAUSTINO SÁNCHEZ CARRIÓN 360 - 364","2026-08-07"
"145103","NEGOCIACIONES PETROMAX S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","HUANCAVELICA","ANGARAES","LIRCAY","CARRETERA CENTRAL HUANCAVELICA-LIRCAY KM 66.5 BARRIO MANZANARES- CENTRO POBLADO UCHCUPAMPA","2026-08-08"
"145111","ENERGEO S.A.C.","GASOCENTROS DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","VENTANILLA","ASOCIACION DE VIVIENDA CASA TALLER SANTA MARGARITA MZ L LTS 3,4 Y 5-A","2026-08-08"
"14513","CONSORCIO ICA S.A.C.","EE.SS con GLP y GNV","ICA","ICA","LOS AQUIJES","PANAMERICANA SUR KM. 307.3, CENTRO POBLADO GARGANTO","2026-08-08"
"14514","SERVICENTRO LA FLORIDA SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","LOS AQUIJES","AV. ARENALES N° 123","2026-08-08"
"145146","OCEANO FISHING SERVICES S.A.C.","GRIFOS FLOTANTES","PIURA","PAITA","PAITA","BAHIA DE PAITA  MUELLE ZONAL  ZONA INDUSTRIAL II","2026-08-03"
"145148","GRAN PRIX CORPORACION EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","PACASMAYO","SAN JOSE","MZ.63 LOTES 02, 03, 04, 05, 13, 14 Y 15 - CENTRO POBLADO SAN MARTIN DE PORRES","2026-08-07"
"14516","MULTISERVCIOS LA FLORIDA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","PARCONA","PROLONGACION GRAU S/N CUADRA 09","2026-08-08"
"14517","C & M RED SOCIEDAD ANONIMA CERRADA - C & M RED  S.A.C","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","NAZCA","VISTA ALEGRE","CARRETERA PANAMERICANA SUR KM. 450 (ANTES KM. 444)","2026-08-07"
"145213","A.L. MARS E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","RECUAY","TICAPAMPA","CARRETERA ASFALTADA HUARAZ  LIMA  SECTOR CASERIO ICHI HUISCA","2026-08-07"
"145245","PETROVIDA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AMAZONAS","CHACHAPOYAS","CHACHAPOYAS","CARRETERA CHACHAPOYAS-RODRIGUEZ DE MENDOZA, SECTOR RUMICHACHA","2026-08-08"
"14526","ESTACION Z","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","PISCO","TUPAC AMARU INCA","PANAMERICANA SUR KM. 230.50 AV. LOS FLAMENCOS MZ. D LOTE 2 Y 3 SUB-LOTE B Y C","2026-08-08"
"14527","GRIFO HUANCAS E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","CONCEPCION","CONCEPCION","CARRETERA CENTRAL Nº 1525 MARGEN IZQUIERDA","2026-08-08"
"145317","CORPORACION SATURNINA TENORIO S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","TACNA","TACNA","TACNA","SECTOR PARQUE INDUSTRIAL MZ. G, SUB LOTES 16, 17, 18A Y 16, 17, 18B, AV. INDUSTRIAL ESQUINA CON CALLE 13","2026-08-09"
"145319","MULTISERVICIOS LA COLINA E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","CAYLLOMA","MAJES","SECTOR LA COLINA, TERRENO GRANJA G-168-A","2026-08-06"
"14534","GRIFO JOSE OLAYA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","HUANCAYO","HUANCAYO","AV. JOSÉ OLAYA Nº 548","2026-08-05"
"14535","ESTACION DE SERVICIOS ORETELL EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","JAUJA","SAUSA","CARRETERA CENTRAL Nº 595 - MARGEN IZQUIERDA","2026-08-08"
"145378","GRIFO¿S ERIC E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAYLLA","CERRETERA CUSCO-URCOS, SECTOR PIHUI CCOSI, COMUNIDAD CAMPESINA DE ANAWARQQUE","2026-08-07"
"14538","INVERSIONES E INDUSTRIAS MIRFER S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","TARMA","TARMA","AV. FRANCISCO DE PAULA OTERO N° 317","2026-08-07"
"145386","GRIFO LUCYMAR S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","SALAS","CARRETERA PANAMERICANA SUR KM.275 -VILLACURI","2026-08-08"
"14539","GRUPO GREDISA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","TARMA","TARMA","AV. CASTILLA NRO. 1411","2026-08-08"
"14540","SERVICENTROS FYF SEÑOR DE MURUHUAY EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","TARMA","TARMA","AV. MANUEL A. ODRIA N° 1650 CARRETERA CENTRAL","2026-08-08"
"145401","GRIFOS PRIXVALSAC","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO","5.13% DEL PREDIO HUAGALL SECTOR TANTAPUSHA CARRETERA HUAMACHUCO  TRUJILLO EN CIUDAD HUAMACHUCO SECTOR II JUNTA VECINAL N° 01 (CON FRENTE A LA AV. TRU","2026-08-07"
"145418","GRIFO EL JORDAN Y SERVICIOS GENERALES E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","MARISCAL LUZURIAGA","PISCOBAMBA","AV. MARCELO OCAÑA MELENDEZ, MZ.H1, LT, 04, BARRIO CONVENTO","2026-08-07"
"145451","GRIFO AVIACION","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","CORONEL PORTILLO","MANANTAY","AA.HH LOS PROCERES DE LA INDEPENDENCIA MZ. 23 LT. N° 2 AV AVIACION ESQUINA JR. LOS LAURELES","2026-08-08"
"145470","ANDREE G & C SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ACOMAYO","ACOMAYO","SECTOR QUINTA PADUA","2026-08-05"
"145473","INVERSIONES Y DISTRIBUCIONES Y SERVICIOS EN GENERAL P  S","ESTACIÓN DE SERVICIOS / GRIFOS","HUANUCO","HUANUCO","HUANUCO","JR. PROLONGACION DOS DE MAYO N°103,109,113,119.","2026-08-08"
"14552","SERVICENTRO RAMIREZ SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. NICOLAS DE PIEROLA Nº 1390 SUB LOTES 08, 09, 10, 11, 12, 13 Y 14 URB. SAN FERNANDO","2026-08-09"
"145536","MULTISERVICIOS MI ZONA","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","HUARI","HUANTAR","CALLE URANCHACRA LOTE 10","2026-08-07"
"145538","SERVICENTRO  LAS VEGAS I","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","PUNCHANA","CALLE INDEPENDENCIA ESQUINA CON CALLE 3 DE OCTUBRE MZ. V1, LOTE 10","2026-08-09"
"14556","GRIFO SAN ANTONIO E.I.R.LTDA.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LAMBAYEQUE","CHICLAYO","CHICLAYO","AV. EUFEMIO LORA Y LORA ESQUINA CON CALLE PIURA URB. LA PRIMAVERA","2026-08-07"
"145569","ANCO CALLUPE GLORIA ANTONIETA","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","JUNIN","CARHUAMAYO","BARRIO SANTA MARIA MZ. J LOTE N° 01","2026-08-08"
"145574","ESTACION DE SERVICIO GRIFO SOL DE SELVA SAC","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","PICOTA","CASPISAPA","CARRETERA FERNANDO BELAUNDE TERRY KM 68 (CASERIO NUEVA UNION)","2026-08-05"
"14559","E.S. POMALCA. INV. CARUAJULCA SRL","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","CHICLAYO","CARRETERA CHICLAYO - POMALCA KM. 3,7","2026-08-08"
"14563","ESTACION DE SERVICIOS PECOLINE S.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LAMBAYEQUE","CHICLAYO","LA VICTORIA","AV. VICTOR RAUL HAYA DE LA TORRE N° 2600 ESQUINA CON AV. SACSAHUAMAN","2026-08-08"
"145647","GRIFOS & SERVIS QUISPE HUAMAN SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","AV. HUANCANE N° 1711 ESQ. CON JR. PEDRO VILCAPAZA","2026-08-07"
"14566","HERMANOS JARA S.C.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","FERREÑAFE","FERREÑAFE","AV. AUGUSTO B. LEGUIA N°498","2026-08-08"
"14567","ESTACION DE SERVICIOS SAN JOSE S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE","CARRETERA PANAMERICANANORTE KM. 783 - MOCCE","2026-08-05"
"145686","GRIFO SAN PEDRO","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","HUANCANE","VILQUE CHICO","CENTRO POBLADO MENOR MUELLE, PARCIALIDAD COASIA, CARRETERA VILQUECHICO - HUANCANE","2026-08-07"
"14569","COESTI S.A","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","BARRANCA","BARRANCA","AV. CARRETERA PANAMERICANA NORTE KM. 196 (ANTES CARRETERA PANAMERICANA NORTE INTERSECCION CON LA AV. A)","2026-08-09"
"145701","GRIFOS LOS DELFINES HNOS A & M SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","AV. HUANCANE N° 1307 ESQ. CON AV. DANIEL ALOMIAS ROBLES","2026-08-09"
"145747","GRANADOS MIMBELA JOSE MANUEL","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","LAMBAYEQUE","MORROPE","U.C N° 56034 -CASERIO TRANCA FANUPE","2026-08-01"
"145748","GRANADOS MIMBELA JOSE ARMANDO","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","LAMBAYEQUE","MORROPE","U.C. N° 56632 - CASERIO CRUCE MORALES","2026-08-07"
"145770","SERVICENTRO TRANSPORTES Y SERVICIOS ESPINAR S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ESPINAR","YAURI","SECTOR DE LOMA PATA, CARRETERA ESPINAR-COPORAQUE","2026-08-07"
"145782","GRUPO EMPRESARIAL MDM E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","TACNA","TACNA","SAMA","ASENTAMIENTO HUMANO MORRO DE SAMA, MZA. 1, LOTE 1, CALLE 10","2026-08-05"
"14583","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","BELLAVISTA","INTERSECCION DE AV. OSCAR R. BENAVIDES N° 4600 Y AV. SAN JOSE URB. SAN JOSE","2026-08-09"
"145852","CAMPOS ARZAPALO CESARIO SANTOS","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","JUNIN","CARHUAMAYO","AV. UNIÓN S/N MZ 47 LOTE S/N","2026-08-07"
"145865","ESTACION DE SERVICIOS EL SOL DE TACNA SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","TACNA","TACNA","TACNA","AV. JORGE BASADRE GROHMANN OESTE N° 690","2026-08-09"
"145877","ESTACION BAYOLETH","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ANCASH","SANTA","NUEVO CHIMBOTE","AA.HH. VISTA ALEGRE MZ. E LOTES 15 Y 16","2026-08-08"
"145925","CONSTRUCTORA RAMIREZ & AMADOR S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","SANCHEZ CARRION","MARCABAL","CARRETERA HUAMACHUCO - CAJABAMBA, CASERIO SHAYAPUAICO - SECTOR LA CABAÑA, CENTRO POBLADO CHAQUILBAMBA","2026-08-08"
"145970","SERVICENTRO VIAL SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN SEBASTIAN","LOTE N° 6 DE LA MANZANA H, FRACCION B Y C URBANIZACION SAN ANTONIO","2026-08-07"
"145990","INVERSIONES & COMERCIALIZADORA SR. DE LOS MILAGROS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","HUANUCO","HUANUCO","PILLCO MARCA","REMANENTE II - REMANENTE 2A, PARC. 146 - ZONA PREDIO VICHAYCOTO","2026-08-07"
"146087","E.S PRISER   PRIMAX","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","BARRANCA","BARRANCA","SUB LOTE 2B-1 DEL SUB LOTE 2 B DEL SUBLOTE 2 - CARRETERA PANAMERICANA NORTE N° 1651","2026-08-08"
"146097","ESTACION DE SERVICIO PETROMAR","ESTACIÓN DE SERVICIOS / GRIFOS","MOQUEGUA","MARISCAL NIETO","MOQUEGUA","CARRETERA BINACIONAL S/N SECTOR SAN ANTONIO","2026-08-07"
"146194","ESTACION DE SERVICIOS VICTORIA II MANTARO E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","UNIÓN ASHÁNINKA","CARRETERA MARGINAL MANTARO - NATIVIDAD","2026-08-04"
"146204","SERVICENTRO SAN JUAN","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","SAN JUAN BAUTISTA","CARRETERA RUMOCOCHA KM. 1.75","2026-08-07"
"14622","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","ATE","AV. EVITAMIENTO N° 1904 MZ. B LOTES 1-6, URB. LOS PARQUES DE MONTERRICO","2026-08-09"
"14627","AGAR INVERSIONES & SERVICIOS SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","CARABAYLLO","AV. MANUEL PRADO N° 816","2026-08-07"
"14628","SAN ANTONIO INVERSIONES GENERALE S.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","CARABAYLLO","AV. TUPAC AMARU KM. 22. CARRETERA A CANTA - ASOCIACION LOS ROSALES DE CHILLON","2026-08-08"
"14632","GRIFO SAN IGNACIO SAC","EE.SS con GNV","LIMA","LIMA","CHORRILLOS","CALLE CONSTELACION AUSTRAL MZ. D-1 LOTE 10, URB. PARCELACION LA CAMPIÑA","2026-08-09"
"14633","GAS INTERNATIONAL MURILLO","EE.SS con GLP y GNV","LIMA","LIMA","CHORRILLOS","ESQUINA AV. GUARDIA CIVIL N° 702 Y AV. EL SOL, URB. LA CAMPIÑA","2026-08-09"
"146340","ESTACION DE SERVICIOS PERIAVENTE S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUANTA","LLOCHEGUA","CARRETERA LLOCHEGUA - PERIAVENTE, C.P. PERIAVENTE ALTA","2026-08-05"
"146341","ESTACION DE SERVICIO LILY SAC","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","CANGALLO","LOS MOROCHUCOS","JR. BASILIO AUQUI HUAYTALLA S/N - CENTRO POBLADO PAMPA CANGALLO","2026-08-09"
"146353","ESTACION DE SERVICIOS MVA EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","PATAPO","CARRETERA CHICLAYO - CHONGOYAPE KM 40+200 SECTOR LA CRIA","2026-08-08"
"146354","E.E.S.S. ONERGY S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","PIURA","VEINTISEIS DE OCTUBRE","MZA. A, LOTE 15, 16, 17, 18, 29, 30, 31 Y 32 ZONA INDUSTRIAL","2026-08-09"
"14637","COESTI S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","COMAS","ESQUINA DE LA AV. UNIVERSITARIA Y AV. MEXICO CALLE L, MZ. D, LOTE 34, 35 Y 36 URB. SANTA ISOLINA 2DA ETAPA","2026-08-09"
"146374","GRIFITO CRISTINA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","YUNGAY","QUILLO","CARRETERA CASMA  QUILLO S/N, CASERÍO CARHUAPAMPA","2026-08-08"
"146396","GLOBAL FUEL SOCIEDAD ANONIMA","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","PIURA","PIURA","PREDIO U.C. 7540943018189 CARRETERA PIURA - LOS EJIDOS","2026-08-06"
"146402","ESTACION DE SERVICIOS VALLE HERMOSO E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","CHUPACA","CHONGOS BAJO","JR. BOLOGNESI S/N","2026-08-04"
"146427","NICOLE INKA GOLD SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","URUBAMBA","CHINCHERO","SECTOR DE P'AKLACOCHA LOTE G-269-01831","2026-08-07"
"14643","EMPRESA INDUSTRIAL COMERCIAL Y DE SERVICIOS MATILDE LEON S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","INDEPENDENCIA","AV. TUPAC AMARU MZ. G LT. 1 Y 2 COOP. VIVIENDA SANTA LIGIA","2026-08-07"
"14645","TERPEL PERU SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","JESUS MARIA","AV. CUBA N° 116 - 120, ESQ. CON AV. ARENALES N° 990","2026-08-08"
"14646","COESTI SA","EE.SS con GLP y GNV","LIMA","LIMA","JESUS MARIA","AV. FAUSTINO SANCHEZ CARRION Nº 471 ESQUINA CON JR. ESTADOS UNIDOS","2026-08-08"
"14648","COESTI S.A   UNIVERSIDAD","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LA MOLINA","AV. MELGAREJO, ESQ. CON LA AV. UNIVERSIDAD","2026-08-08"
