codigo_siniestro,codigo_vehiculo,departamento,provincia,distrito,situacionvehiculo,estado_modalidad,modalidad_de_transporte,elemento_transportado,ambito_servicio,posee_seguro,estado_soat,tipo_seguro,compania_seguro,posee_citv,estado_citv,vehiculo,tipo_siniestro,fecha,ano,mes,dia,hora,codigo_de_carretera,tipo_de_via
A-2021-08-227,V-2021-08-227-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,03/08/2021,2021,AGOSTO,MARTES,15,NO CORRESPONDE,AVENIDA
A-2021-08-224,V-2021-08-224-1,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VENCIDO,,LA POSITIVA,,VIGENTE,AUTOMÓVIL,CHOQUE,03/08/2021,2021,AGOSTO,MARTES,17,NO CORRESPONDE,AVENIDA
A-2021-08-224,V-2021-08-224-2,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VENCIDO,,LA POSITIVA,,VIGENTE,ÓMNIBUS,CHOQUE,03/08/2021,2021,AGOSTO,MARTES,17,NO CORRESPONDE,AVENIDA
A-2021-08-225,V-2021-08-225-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,TRIMOTO PASAJERO,ATROPELLO FUGA,04/08/2021,2021,AGOSTO,MIÉRCOLES,13,NO CORRESPONDE,CALLE
A-2021-08-228,V-2021-08-228-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,VIGENTE,MOTOCICLETA,CHOQUE,05/08/2021,2021,AGOSTO,JUEVES,10,NO CORRESPONDE,AVENIDA
A-2021-08-228,V-2021-08-228-2,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,NO APLICA,,NO APLICA,BICICLETA,CHOQUE,05/08/2021,2021,AGOSTO,JUEVES,10,NO CORRESPONDE,AVENIDA
A-2021-08-261,V-2021-08-261-1,LIMA,LIMA,LA VICTORIA,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,REMOLCADOR,ATROPELLO,05/08/2021,2021,AGOSTO,JUEVES,10,NO CORRESPONDE,AVENIDA
A-2021-08-229,V-2021-08-229-1,LIMA,LIMA,LOS OLIVOS,FUGADO,NO CORRESPONDE,,,,,,,,,,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,07/08/2021,2021,AGOSTO,SÁBADO,21,PE-1N,CARRETERA
A-2021-08-229,V-2021-08-229-2,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,,,NO APLICA,,NO APLICA,BICICLETA,CHOQUE FUGA,07/08/2021,2021,AGOSTO,SÁBADO,21,PE-1N,CARRETERA
A-2021-08-230,V-2021-08-230-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,,VIGENTE,SOAT,PROTECTA,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,10/08/2021,2021,AGOSTO,MARTES,6,NO CORRESPONDE,AVENIDA
A-2021-08-231,V-2021-08-231-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIÓN,ATROPELLO,10/08/2021,2021,AGOSTO,MARTES,7,NO CORRESPONDE,AVENIDA
A-2021-08-232,V-2021-08-232-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIÓN,ATROPELLO,10/08/2021,2021,AGOSTO,MARTES,7,NO CORRESPONDE,AVENIDA
A-2021-08-234,V-2021-08-234-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,MOTOCICLETA,CHOQUE,11/08/2021,2021,AGOSTO,MIÉRCOLES,9,NO CORRESPONDE,JIRÓN
A-2021-08-234,V-2021-08-234-2,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,CARGA,PERSONAS,NO SE CONOCE,NO CORRESPONDE,VIGENTE,,NO APLICA,NO CORRESPONDE,NO APLICA,TRIMOTO CARGA,CHOQUE,11/08/2021,2021,AGOSTO,MIÉRCOLES,9,NO CORRESPONDE,JIRÓN
A-2021-08-235,V-2021-08-235-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,RIMAC,,VIGENTE,ÓMNIBUS,ATROPELLO,13/08/2021,2021,AGOSTO,VIERNES,9,NO CORRESPONDE,AVENIDA
A-2021-08-236,V-2021-08-236-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,NO CORRESPONDE,OTRO,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,NO APLICA,,NO APLICA,,NO APLICA,OTRO,ATROPELLO,13/08/2021,2021,AGOSTO,VIERNES,16,NO CORRESPONDE,OTRO
A-2021-08-237,V-2021-08-237-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,OTRO,,SI,VIGENTE,CAMIÓN,ATROPELLO,14/08/2021,2021,AGOSTO,SÁBADO,15,NO CORRESPONDE,AVENIDA
A-2021-08-238,V-2021-08-238-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,OTRO,CARGA Y/O MERCANCÍAS,PROVINCIAL,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIÓN,ATROPELLO,16/08/2021,2021,AGOSTO,LUNES,9,NO CORRESPONDE,AVENIDA
A-2021-08-332,V-2021-08-332-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,TRIMOTO PASAJERO,CHOQUE FUGA,17/08/2021,2021,AGOSTO,MARTES,8,NO CORRESPONDE,AVENIDA
A-2021-08-332,V-2021-08-332-2,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,CAMIONETA RURAL,CHOQUE FUGA,17/08/2021,2021,AGOSTO,MARTES,8,NO CORRESPONDE,AVENIDA
A-2021-08-239,V-2021-08-239-1,LIMA,LIMA,BREÑA,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,PERSONAS,PROVINCIAL,,NO REGISTRA,,,,NO REGISTRA,ÓMNIBUS,ATROPELLO,18/08/2021,2021,AGOSTO,MIÉRCOLES,9,NO CORRESPONDE,AVENIDA
A-2021-08-240,V-2021-08-240-1,LIMA,LIMA,ANCON,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,AUTOMÓVIL,ATROPELLO FUGA,18/08/2021,2021,AGOSTO,MIÉRCOLES,19,PE-1N,CARRETERA
A-2021-08-242,V-2021-08-242-1,LIMA,LIMA,ATE,IDENTIFICADO,NO CORRESPONDE,CARGA,,,,NO APLICA,,NO APLICA,,NO APLICA,OTRO,ESPECIAL,19/08/2021,2021,AGOSTO,JUEVES,13,PE-22,CARRETERA
A-2021-08-241,V-2021-08-241-1,LIMA,LIMA,COMAS,FUGADO,,,,,,,,,,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,20/08/2021,2021,AGOSTO,VIERNES,21,NO CORRESPONDE,AVENIDA
A-2021-08-243,V-2021-08-243-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,LA POSITIVA,,VIGENTE,ÓMNIBUS,ATROPELLO,21/08/2021,2021,AGOSTO,SÁBADO,23,NO CORRESPONDE,AVENIDA
A-2021-08-244,V-2021-08-244-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,VOLCADURA,22/08/2021,2021,AGOSTO,DOMINGO,4,NO CORRESPONDE,AVENIDA
A-2021-08-245,V-2021-08-245-1,LIMA,LIMA,SAN BARTOLO,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),,,,VIGENTE,,MAPFRE,,VIGENTE,CAMIONETA RURAL,ATROPELLO,22/08/2021,2021,AGOSTO,DOMINGO,18,PE-1S,CARRETERA
A-2021-08-247,V-2021-08-247-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,LA POSITIVA,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,CHOQUE,22/08/2021,2021,AGOSTO,DOMINGO,23,PE-1S,CARRETERA
A-2021-08-247,V-2021-08-247-2,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,MAPFRE,,VIGENTE,CAMIÓN,CHOQUE,22/08/2021,2021,AGOSTO,DOMINGO,23,PE-1S,CARRETERA
A-2021-08-249,V-2021-08-249-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,PARTICULAR,,,SI,VIGENTE,CAT,,SI,VIGENTE,TRIMOTO PASAJERO,ATROPELLO,24/08/2021,2021,AGOSTO,MARTES,14,NO CORRESPONDE,AVENIDA
A-2021-08-290,V-2021-08-290-1,CALLAO,CALLAO,CALLAO,FUGADO,NO CORRESPONDE,NO CORRESPONDE,PERSONAS,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,24/08/2021,2021,AGOSTO,MARTES,19,PE-20B,CARRETERA
A-2021-08-248,V-2021-08-248-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,24/08/2021,2021,AGOSTO,MARTES,23,NO CORRESPONDE,AVENIDA
A-2021-08-248,V-2021-08-248-2,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,MAPFRE,,VIGENTE,AUTOMÓVIL,ATROPELLO,24/08/2021,2021,AGOSTO,MARTES,23,NO CORRESPONDE,AVENIDA
A-2021-08-250,V-2021-08-250-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,25/08/2021,2021,AGOSTO,MIÉRCOLES,12,NO CORRESPONDE,AVENIDA
A-2021-08-250,V-2021-08-250-2,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,25/08/2021,2021,AGOSTO,MIÉRCOLES,12,NO CORRESPONDE,AVENIDA
A-2021-08-251,V-2021-08-251-1,LIMA,LIMA,ANCON,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),,,,VIGENTE,,LA POSITIVA,,VIGENTE,CAMIONETA RURAL,CHOQUE,25/08/2021,2021,AGOSTO,MIÉRCOLES,14,PE-1N,CARRETERA
A-2021-08-251,V-2021-08-251-2,LIMA,LIMA,ANCON,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,SOAT,CRECER SEGUROS,,VIGENTE,CAMIONETA RURAL,CHOQUE,25/08/2021,2021,AGOSTO,MIÉRCOLES,14,PE-1N,CARRETERA
A-2021-08-253,V-2021-08-253-1,LIMA,LIMA,SAN ISIDRO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,RIMAC,,VIGENTE,ÓMNIBUS,CHOQUE,26/08/2021,2021,AGOSTO,JUEVES,19,NO CORRESPONDE,AVENIDA
A-2021-08-253,V-2021-08-253-2,LIMA,LIMA,SAN ISIDRO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,NO APLICA,,NO APLICA,BICICLETA,CHOQUE,26/08/2021,2021,AGOSTO,JUEVES,19,NO CORRESPONDE,AVENIDA
A-2021-08-252,V-2021-08-252-1,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,VIGENTE,MOTOCICLETA,DESPISTE,29/08/2021,2021,AGOSTO,DOMINGO,2,NO CORRESPONDE,AVENIDA
A-2021-08-254,V-2021-08-254-1,LIMA,LIMA,SAN MIGUEL,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,MAPFRE,,VIGENTE,AUTOMÓVIL,CHOQUE,29/08/2021,2021,AGOSTO,DOMINGO,14,NO CORRESPONDE,AVENIDA
A-2021-08-254,V-2021-08-254-2,LIMA,LIMA,SAN MIGUEL,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,MAPFRE,,NO REGISTRA,MOTOCICLETA,CHOQUE,29/08/2021,2021,AGOSTO,DOMINGO,14,NO CORRESPONDE,AVENIDA
A-2021-09-51,V-2021-09-51-1,LIMA,LIMA,ANCON,IDENTIFICADO,HABILITADO,OTRO,,,,VIGENTE,,MAPFRE,,VIGENTE,CAMIONETA RURAL,ATROPELLO,01/09/2021,2021,SETIEMBRE,MIÉRCOLES,17,NO CORRESPONDE,AVENIDA
A-2021-09-52,V-2021-09-52-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,REGIONAL,,VIGENTE,,PACIFICO,,VIGENTE,CAMIÓN,ATROPELLO,01/09/2021,2021,SETIEMBRE,MIÉRCOLES,17,NO CORRESPONDE,AVENIDA
A-2021-09-53,V-2021-09-53-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,LA POSITIVA,,VIGENTE,ÓMNIBUS,ATROPELLO,03/09/2021,2021,SETIEMBRE,VIERNES,13,NO CORRESPONDE,AVENIDA
A-2021-09-54,V-2021-09-54-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,REGIONAL,,VIGENTE,,LA POSITIVA,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,04/09/2021,2021,SETIEMBRE,SÁBADO,16,NO CORRESPONDE,AVENIDA
A-2021-09-55,V-2021-09-55-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO REGISTRA,MOTOCICLETA,ATROPELLO,05/09/2021,2021,SETIEMBRE,DOMINGO,6,NO CORRESPONDE,AVENIDA
A-2021-09-114,V-2021-09-114-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,09/09/2021,2021,SETIEMBRE,JUEVES,8,NO CORRESPONDE,AVENIDA
A-2021-09-118,V-2021-09-118-1,LIMA,LIMA,CHACLACAYO,IDENTIFICADO,HABILITADO,CARGA,,,,NO REGISTRA,,,,NO REGISTRA,OTRO,ESPECIAL,11/09/2021,2021,SETIEMBRE,SÁBADO,17,PE-22,CARRETERA
A-2021-09-119,V-2021-09-119-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,LA POSITIVA,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,CHOQUE,12/09/2021,2021,SETIEMBRE,DOMINGO,19,NO CORRESPONDE,AVENIDA
A-2021-09-119,V-2021-09-119-2,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,SOAT,CRECER SEGUROS,,VIGENTE,MOTOCICLETA,CHOQUE,12/09/2021,2021,SETIEMBRE,DOMINGO,19,NO CORRESPONDE,AVENIDA
A-2021-09-121,V-2021-09-121-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,MOTOCICLETA,DESPISTE,14/09/2021,2021,SETIEMBRE,MARTES,21,PE-1N,CARRETERA
A-2021-09-124,V-2021-09-124-1,LIMA,LIMA,MIRAFLORES,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,,VIGENTE,,MAPFRE,,VIGENTE,ÓMNIBUS,ATROPELLO,15/09/2021,2021,SETIEMBRE,MIÉRCOLES,6,NO CORRESPONDE,AVENIDA
A-2021-09-126,V-2021-09-126-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,PACIFICO,,VIGENTE,AUTOMÓVIL,ATROPELLO,19/09/2021,2021,SETIEMBRE,DOMINGO,9,NO CORRESPONDE,AVENIDA
A-2021-09-127,V-2021-09-127-1,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,TRIMOTO PASAJERO,VOLCADURA,20/09/2021,2021,SETIEMBRE,LUNES,23,NO CORRESPONDE,AVENIDA
A-2021-09-133,V-2021-09-133-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE CON OBJETO FIJO,23/09/2021,2021,SETIEMBRE,JUEVES,12,PE-1S,CARRETERA
A-2021-09-135,V-2021-09-135-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,CARGA,PERSONAS,PROVINCIAL,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIONETA PANEL,CHOQUE,24/09/2021,2021,SETIEMBRE,VIERNES,12,NO CORRESPONDE,AVENIDA
A-2021-09-135,V-2021-09-135-2,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,TAXI,,,,VIGENTE,,,,NO REGISTRA,TRIMOTO PASAJERO,CHOQUE,24/09/2021,2021,SETIEMBRE,VIERNES,12,NO CORRESPONDE,AVENIDA
A-2021-09-154,V-2021-09-154-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO APLICA,MOTOCICLETA,DESPISTE,25/09/2021,2021,SETIEMBRE,SÁBADO,6,NO CORRESPONDE,AVENIDA
A-2021-09-156,V-2021-09-156-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,REMOLCADOR,ATROPELLO,27/09/2021,2021,SETIEMBRE,LUNES,18,NO CORRESPONDE,AVENIDA
A-2021-09-155,V-2021-09-155-1,LIMA,LIMA,BREÑA,IDENTIFICADO,HABILITADO,TAXI,PERSONAS,DISTRITAL,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,AUTOMÓVIL,ATROPELLO,27/09/2021,2021,SETIEMBRE,LUNES,20,NO CORRESPONDE,AVENIDA
A-2021-09-222,V-2021-09-222-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,LA POSITIVA,,VIGENTE,ÓMNIBUS,ATROPELLO,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,9,NO CORRESPONDE,AVENIDA
A-2021-09-224,V-2021-09-224-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,VIGENTE,MINIBUS,ATROPELLO,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,12,NO CORRESPONDE,AVENIDA
A-2021-09-223,V-2021-09-223-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-09-223,V-2021-09-223-2,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,,VIGENTE,,MAPFRE,,VIGENTE,REMOLCADOR,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-09-226,V-2021-09-226-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,VEHICULO POLICIAL,,,,VIGENTE,SOAT,PROTECTA,,VIGENTE,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,30/09/2021,2021,SETIEMBRE,JUEVES,0,NO CORRESPONDE,AVENIDA
A-2021-10-40,V-2021-10-40-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,FUGADO,,,,NO SE CONOCE,,,,,,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,01/10/2021,2021,OCTUBRE,VIERNES,19,NO CORRESPONDE,AVENIDA
A-2021-10-41,V-2021-10-41-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO REGISTRA,MOTOCICLETA,DESPISTE,03/10/2021,2021,OCTUBRE,DOMINGO,12,NO CORRESPONDE,AVENIDA
A-2021-10-42,V-2021-10-42-1,LIMA,LIMA,INDEPENDENCIA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VENCIDO,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,05/10/2021,2021,OCTUBRE,MARTES,14,NO CORRESPONDE,AVENIDA
A-2021-10-43,V-2021-10-43-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,HABILITADO,CARGA,PERSONAS,NO SE CONOCE,,VENCIDO,,MAPFRE,,VIGENTE,REMOLCADOR,ATROPELLO,06/10/2021,2021,OCTUBRE,MIÉRCOLES,17,PE-1S,CARRETERA
A-2021-10-49,V-2021-10-49-1,LIMA,LIMA,BARRANCO,IDENTIFICADO,NO HABILITADO,TAXI,PERSONAS,DISTRITAL,,VENCIDO,,MAPFRE,,VENCIDO,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,07/10/2021,2021,OCTUBRE,JUEVES,16,NO CORRESPONDE,AVENIDA
A-2021-10-50,V-2021-10-50-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,MOTOCICLETA,VOLCADURA,07/10/2021,2021,OCTUBRE,JUEVES,19,NO CORRESPONDE,AVENIDA
A-2021-10-51,V-2021-10-51-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE CON OBJETO FIJO,07/10/2021,2021,OCTUBRE,JUEVES,19,PE-1S,CARRETERA
A-2021-10-52,V-2021-10-52-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIONETA RURAL,ATROPELLO,08/10/2021,2021,OCTUBRE,VIERNES,10,NO CORRESPONDE,AVENIDA
A-2021-10-133,V-2021-10-133-1,CALLAO,CALLAO,BELLAVISTA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,MAPFRE,NO CORRESPONDE,NO APLICA,MOTOCICLETA,DESPISTE,08/10/2021,2021,OCTUBRE,VIERNES,23,NO CORRESPONDE,AVENIDA
A-2021-10-53,V-2021-10-53-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,TRIMOTO PASAJERO,CHOQUE,09/10/2021,2021,OCTUBRE,SÁBADO,20,NO CORRESPONDE,AVENIDA
A-2021-10-53,V-2021-10-53-2,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,,,SI,NO REGISTRA,SOAT,LA POSITIVA,SI,VIGENTE,CAMIONETA RURAL,CHOQUE,09/10/2021,2021,OCTUBRE,SÁBADO,20,NO CORRESPONDE,AVENIDA
A-2021-10-54,V-2021-10-54-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,MINIBUS,ATROPELLO,11/10/2021,2021,OCTUBRE,LUNES,5,PE-1N,CARRETERA
A-2021-10-187,V-2021-10-187-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,ÓMNIBUS,VOLCADURA,13/10/2021,2021,OCTUBRE,MIÉRCOLES,7,NO CORRESPONDE,AVENIDA
A-2021-10-187,V-2021-10-187-2,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,MOTOCICLETA,VOLCADURA,13/10/2021,2021,OCTUBRE,MIÉRCOLES,7,NO CORRESPONDE,AVENIDA
A-2021-10-188,V-2021-10-188-1,LIMA,LIMA,ATE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VENCIDO,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,MOTOCICLETA,CHOQUE,13/10/2021,2021,OCTUBRE,MIÉRCOLES,8,PE-1S,CARRETERA
A-2021-10-188,V-2021-10-188-2,LIMA,LIMA,ATE,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VENCIDO,SOAT,MAPFRE,SI,VIGENTE,CAMIÓN,CHOQUE,13/10/2021,2021,OCTUBRE,MIÉRCOLES,8,PE-1S,CARRETERA
A-2021-10-189,V-2021-10-189-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,SI,VENCIDO,SOAT,LA POSITIVA,SI,VIGENTE,ÓMNIBUS,ESPECIAL,14/10/2021,2021,OCTUBRE,JUEVES,8,PE-1S,CARRETERA
A-2021-10-189,V-2021-10-189-2,LIMA,LIMA,LURIN,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,LA POSITIVA,SI,VIGENTE,CAMIONETA RURAL,ESPECIAL,14/10/2021,2021,OCTUBRE,JUEVES,8,PE-1S,CARRETERA
