codigo_siniestro,fecha_siniestro,hora_siniestro,clase_siniestro,cantidad_de_fallecidos,cantidad_de_lesionados,cantidad_de_vehiculos_danados,departamento,provincia,distrito,zona,tipo_de_via,red_vial,cod_carretera,coordenadas_latitud,coordenadas_longitud,condicionclimatica,zonificacion,caracteristicas_de_via,perfil_longitudinal_via,superficie_de_calzada,existe_senal_vertical,clasificacionde_la_senal_vertical_no_1,clasificacionde_la_senal_vertical_no_2,existe_senal_horizontal,causa_factor_principal,causa_especifica
A-2021-09-226,2021-09-30,00:48,CHOQUE CON OBJETO FIJO,1,1,1.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.951160927516437,-77.05056302644783,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-40,2021-10-01,19:30,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.98678826956822,-77.01574397392685,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-41,2021-10-03,12:40,DESPISTE,1,1,1.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9907417,-77.0930204,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-42,2021-10-05,14:30,ATROPELLO,1,0,0.0,LIMA,LIMA,INDEPENDENCIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.00935130226224,-77.05182857230899,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-43,2021-10-06,17:30,ATROPELLO,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.13134804927549,-76.97835262250652,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-49,2021-10-07,16:15,CHOQUE CON OBJETO FIJO,1,0,1.0,LIMA,LIMA,BARRANCO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.139583151291832,-77.01778279949289,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-50,2021-10-07,19:20,VOLCADURA,1,0,1.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.210074,-76.938764,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-51,2021-10-07,19:30,CHOQUE CON OBJETO FIJO,1,0,1.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.096454474769404,-76.97998552236754,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-52,2021-10-08,10:30,ATROPELLO,1,0,1.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.940899,-77.0438,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-133,2021-10-08,23:30,DESPISTE,1,0,1.0,CALLAO,CALLAO,BELLAVISTA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.055473817244213,-77.10758129754797,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-10-53,2021-10-09,20:15,CHOQUE,1,0,0.0,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.250217031834625,-76.86691741288067,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-10-54,2021-10-11,05:00,ATROPELLO,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.85678293839159,-77.08418178294279,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-10-187,2021-10-13,07:10,VOLCADURA,1,0,1.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.002560601244666,-77.08321624201264,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-188,2021-10-13,08:00,CHOQUE,1,0,1.0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-1S,-12.064065824660595,-76.97142736402085,DESPEJADO,INDUSTRIAL,OTRO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-189,2021-10-14,08:15,ESPECIAL,1,1,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.26494543869256,-76.90744130881495,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-190,2021-10-14,22:00,CHOQUE,2,0,0.0,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0770213,-77.0103256,DESPEJADO,INDUSTRIAL,ÓVALO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-134,2021-10-17,05:45,CHOQUE,1,0,2.0,CALLAO,CALLAO,VENTANILLA,URBANA,CARRETERA,NACIONAL,PE-20,-11.871167460788834,-77.12763899304517,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-10-191,2021-10-17,13:55,ATROPELLO,1,0,0.0,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.065986,-77.028915,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-192,2021-10-17,16:45,CHOQUE,1,1,0.0,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.861128889695754,-77.03202892594477,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-193,2021-10-18,14:52,ATROPELLO,1,0,0.0,LIMA,LIMA,BREÑA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.065391,-77.045953,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-194,2021-10-18,18:00,ATROPELLO,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.1485184,-77.0094428,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-195,2021-10-19,23:40,DESPISTE,1,0,0.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.272783,-76.895042,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-196,2021-10-20,14:30,ATROPELLO,1,0,0.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.936842,-77.048987,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-197,2021-10-21,21:30,ATROPELLO,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.843605,-77.1009174,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-198,2021-10-22,13:26,CHOQUE,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,JIRÓN,URBANO,,-12.1619604793638,-76.9843424183075,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-200,2021-10-22,16:00,CHOQUE,1,0,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.97158,-77.07601,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-201,2021-10-23,17:35,ATROPELLO,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.867990397187135,-77.07250888776531,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-202,2021-10-24,04:00,DESPISTE,1,0,1.0,LIMA,LIMA,LURIGANCHO,URBANA,CALLE,URBANO,NO CORRESPONDE,-11.938900007543534,-76.69401167199534,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-203,2021-10-26,17:30,ATROPELLO,1,0,0.0,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0408,-76.96171,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-135,2021-10-27,22:15,DESPISTE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.979772281188811,-77.12524665595598,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-10-204,2021-10-28,06:55,ESPECIAL,1,0,0.0,LIMA,LIMA,LURIGANCHO,URBANA,CALLE,URBANO,NO CORRESPONDE,-11.997801400730856,-76.86925638363198,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-205,2021-10-28,17:00,CHOQUE,1,1,0.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.95769380071578,-77.04924865652266,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-206,2021-10-31,05:50,ATROPELLO,1,0,0.0,LIMA,LIMA,COMAS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.93558826014672,-77.07187589247279,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-10-207,2021-10-31,05:50,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0591,-77.01383,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-113,2021-11-01,20:40,DESPISTE,1,0,1.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.21202,-76.903176,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-114,2021-11-02,18:15,CHOQUE,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.853004,-77.089262,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-11-8,2021-11-02,22:00,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.986945636020454,-77.12551634359441,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-141,2021-11-03,05:20,ATROPELLO,1,0,0.0,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.035626064550764,-76.94892346442275,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-10,2021-11-03,11:47,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,OTRO,URBANO,NO CORRESPONDE,-11.98185556481486,-77.10788603762292,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-11-142,2021-11-05,07:30,CAÍDA DE PASAJERO,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.899768,-77.067954,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-143,2021-11-05,14:30,CHOQUE,1,0,2.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-12.024278499330748,-76.96404421516526,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-144,2021-11-05,22:30,CHOQUE,1,0,0.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.026782,-77.058355,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-11-146,2021-11-05,23:10,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.184364,-76.974964,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-147,2021-11-07,02:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9530139,-77.05131443,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-148,2021-11-07,10:40,ATROPELLO,1,0,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.9377688,-77.0718313,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-151,2021-11-07,16:14,CHOQUE,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.1285414,-76.9849656,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-149,2021-11-07,20:00,CHOQUE,1,0,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.9625772,-77.06838513,DESPEJADO,ESCOLAR,ÓVALO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-152,2021-11-08,06:30,CHOQUE,1,2,0.0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.006873185625013,-76.8523680755825,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-11,2021-11-08,12:40,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,SAN MIGUEL,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.061559236169526,-77.08750324599814,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-153,2021-11-09,05:30,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.941629,-76.999188,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-154,2021-11-10,19:15,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.019140078335292,-76.95220124037239,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-155,2021-11-12,03:20,DESPISTE,1,0,1.0,LIMA,LIMA,LOS OLIVOS,URBANA,OTRO,URBANO,NO CORRESPONDE,-11.97728917764712,-77.06677953239885,DESPEJADO,COMERCIAL,ÓVALO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-156,2021-11-12,15:10,DESPISTE,1,0,0.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.03548,-77.04769,DESPEJADO,COMERCIAL,PUENTE,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-158,2021-11-12,19:30,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,PUCUSANA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.460258,-76.752788,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-157,2021-11-12,19:45,ATROPELLO,1,0,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.937184,-77.07225,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-159,2021-11-13,10:50,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0342431,-76.9438968,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-160,2021-11-13,18:05,DESPISTE,1,0,1.0,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.040805777705948,-76.96285768063521,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-165,2021-11-17,05:40,CHOQUE,1,1,0.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.276698676526443,-76.88912629060971,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-168,2021-11-17,10:30,ATROPELLO,1,0,0.0,LIMA,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.080674888187314,-77.05846725922301,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-169,2021-11-19,14:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.182938656902534,-76.99432249652605,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-179,2021-11-21,03:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,SANTA ANITA,URBANA,CARRETERA,NACIONAL,PE-1N,-12.054748568596857,-76.9747883993657,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-170,2021-11-21,05:45,DESPISTE,1,1,1.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.023133862305114,-77.05883491680459,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-180,2021-11-21,22:45,ATROPELLO,1,0,0.0,LIMA,LIMA,COMAS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.948593590159216,-77.07040605702021,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-185,2021-11-23,22:35,DESPISTE,1,0,0.0,LIMA,LIMA,LA MOLINA,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.11685065759413,-76.93791708161632,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-11-186,2021-11-25,15:00,CHOQUE,1,0,0.0,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.247909439203358,-76.86390822783696,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-187,2021-11-26,14:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.08023548625088,-77.00790110807338,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-188,2021-11-27,14:30,ATROPELLO,1,0,0.0,LIMA,LIMA,LURIN,RURAL,OTRO,URBANO,NO CORRESPONDE,-12.23968,-76.89281,DESPEJADO,RURAL,PASE A DESNIVEL,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-189,2021-11-28,05:30,ATROPELLO,1,0,0.0,LIMA,LIMA,INDEPENDENCIA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.985648529695183,-77.06467143077859,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-190,2021-11-28,22:30,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.229476806894018,-76.92050802745351,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-191,2021-11-29,01:30,DESPISTE,1,2,0.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,PROVINCIAL,LM-801,-12.296344004272775,-76.85087799307486,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-11-192,2021-11-29,05:30,CHOQUE,1,2,0.0,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.28733232472692,-76.86022287969136,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-214,2021-12-01,17:30,VOLCADURA,1,0,1.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.982914,-76.993324,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
