codigo_siniestro,fecha_siniestro,hora_siniestro,clase_siniestro,cantidad_de_fallecidos,cantidad_de_lesionados,cantidad_de_vehiculos_danados,departamento,provincia,distrito,zona,tipo_de_via,red_vial,cod_carretera,coordenadas_latitud,coordenadas_longitud,condicionclimatica,zonificacion,caracteristicas_de_via,perfil_longitudinal_via,superficie_de_calzada,existe_senal_vertical,clasificacionde_la_senal_vertical_no_1,clasificacionde_la_senal_vertical_no_2,existe_senal_horizontal,causa_factor_principal,causa_especifica
A-2022-08-153,2022-08-19,03:40,CHOQUE,1,0,2.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.971734808491217,-77.07560017434432,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-150,2022-08-19,15:50,CAÍDA DE PASAJERO,1,0,0.0,LIMA,LIMA,ATE,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.030552652994867,-76.9258725420437,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-151,2022-08-20,18:20,DESPISTE,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.962938955843736,-76.98168801296968,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-152,2022-08-21,18:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.966786844074283,-77.07867906365713,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-212,2022-08-23,08:00,VOLCADURA,1,0,1.0,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9198928,-77.132012817,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),INFORMATIVA (I),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-08-149,2022-08-23,13:10,CHOQUE,1,0,1.0,LIMA,LIMA,EL AGUSTINO,URBANA,CARRETERA,NACIONAL,PE-1N,-12.03010121507606,-77.00158913661262,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-148,2022-08-25,09:45,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.01224672467052,-76.8780904627646,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-274,2022-08-26,04:25,CHOQUE,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.02945217,-77.06436898,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-08-147,2022-08-26,18:40,ATROPELLO FUGA,1,0,1.0,LIMA,LIMA,ANCON,URBANA,CARRETERA,NACIONAL,PE-1N,-11.773241,-77.159443,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-146,2022-08-26,21:20,ATROPELLO,1,0,1.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.218494,-76.921427,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-145,2022-08-27,06:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.936865,-77.049057,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-144,2022-08-27,07:45,CHOQUE,1,0,4.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.1119264,-76.9778515,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-143,2022-08-28,06:20,CHOQUE,1,0,2.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,PROVINCIAL,LM-797,-12.273785235748852,-76.87277089205438,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-141,2022-08-29,05:20,ATROPELLO,1,0,1.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.8293549,-77.1187043,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-142,2022-08-29,15:40,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0264267,-76.9887615,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-139,2022-08-30,21:30,ATROPELLO,1,0,1.0,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-20J,-11.9770516,-77.08195513,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-140,2022-08-30,23:40,ATROPELLO,1,0,1.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.872988,-77.06937683,DESPEJADO,COMERCIAL,SINUOSA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-158,2022-09-02,01:45,DESPISTE,1,0,,LIMA,LIMA,LIMA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.051548714378525,-77.03661018722241,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-157,2022-09-03,16:30,CHOQUE,1,1,2.0,LIMA,LIMA,LA VICTORIA,URBANA,VIA EXPRESA,URBANO,NO CORRESPONDE,-12.05826931745082,-77.02332743744901,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,INFRAESTRUCTURA Y ENTORNO VIAL,OTRO (INFRAESTRUCTURA Y ENTORNO VIAL)
A-2022-09-155,2022-09-04,02:00,CHOQUE,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.05921,-77.029814,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-156,2022-09-04,02:10,ATROPELLO FUGA,1,0,,LIMA,LIMA,PUNTA HERMOSA,RURAL,CARRETERA,PROVINCIAL,LM-801,-12.29404855540356,-76.77507500176101,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-154,2022-09-05,11:00,DESPISTE,1,0,1.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.926374,-77.04708,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-153,2022-09-08,05:00,CHOQUE CON OBJETO FIJO,1,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.14513265714188,-76.98188781738283,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-152,2022-09-08,08:30,CAÍDA DE PASAJERO,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.220176056972232,-76.93040657050007,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-151,2022-09-09,04:20,ATROPELLO,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.233369129098184,-76.94168413314078,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-274,2022-09-10,01:20,CHOQUE,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.88510591,-77.02328814,DESPEJADO,COMERCIAL,SINUOSA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-150,2022-09-12,03:40,DESPISTE,1,1,1.0,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,PROVINCIAL,LM-711,-11.955,-76.936241,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-180,2022-09-13,15:10,ATROPELLO,1,0,1.0,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0354463,-77.0640444,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-09-207,2022-09-13,21:40,DESPISTE,1,1,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.210523826851905,-76.9609990769496,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-181,2022-09-17,03:20,CHOQUE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.959308,-77.128291,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-09-206,2022-09-18,18:50,ATROPELLO FUGA,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.060423,-76.966538,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-182,2022-09-19,04:35,ATROPELLO FUGA,1,0,0.0,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0257457,-77.142149113,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-205,2022-09-19,06:50,CHOQUE,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.838112443364022,-76.99880721250705,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-208,2022-09-20,11:30,ATROPELLO,1,0,,LIMA,LIMA,PACHACAMAC,URBANA,CARRETERA,PROVINCIAL,LM-796,-12.142874495771924,-76.87138038467987,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-204,2022-09-20,12:10,CHOQUE,1,3,,LIMA,LIMA,INDEPENDENCIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.96756513628016,-77.03924948691724,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-203,2022-09-21,20:00,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.059811331753638,-76.995577766236,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-202,2022-09-21,22:30,CHOQUE,1,0,,LIMA,LIMA,LINCE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.085903792138437,-77.03538711893427,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-200,2022-09-24,23:40,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.161989629466984,-76.98187166679622,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-198,2022-09-25,00:00,ATROPELLO,1,0,,LIMA,LIMA,LURIGANCHO,RURAL,CARRETERA,NACIONAL,PE-22,-12.02054195933565,-76.92034182449075,DESPEJADO,INDUSTRIAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-199,2022-09-25,20:30,ATROPELLO,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.890279917189588,-77.02667528780582,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-197,2022-09-25,23:20,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.03096,-77.056493,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-196,2022-09-26,02:45,CHOQUE,1,2,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.991499397351816,-77.07698281958683,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-195,2022-09-26,18:30,ATROPELLO,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.937325489263406,-77.07183834107147,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-146,2022-10-01,04:30,CHOQUE,1,1,,LIMA,LIMA,CIENEGUILLA,RURAL,AVENIDA,URBANO,NO CORRESPONDE,-12.12782265661004,-76.82059050697266,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-144,2022-10-03,07:30,ATROPELLO,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.182793437982792,-76.99984942508037,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-143,2022-10-03,16:00,DESPISTE,1,0,,LIMA,LIMA,PUNTA HERMOSA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.3317711172414,-76.8210779708697,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-142,2022-10-04,17:30,ATROPELLO,1,0,,LIMA,LIMA,LA MOLINA,URBANA,CARRETERA,DEPARTAMENTAL,LM-117,-12.085930019709732,-76.89798830105987,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-139,2022-10-09,03:00,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.18412895251892,-76.9750320403075,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-217,2022-10-09,20:19,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-12.022451784997166,-76.95885835454386,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-137,2022-10-10,08:00,ATROPELLO,1,0,,LIMA,LIMA,LURIGANCHO,RURAL,AVENIDA,URBANO,NO CORRESPONDE,-11.996909369233885,-76.91709093354606,SOLEADO,RURAL,INTERSECCIÓN,PLANA ,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-136,2022-10-10,10:20,ATROPELLO,1,0,,LIMA,LIMA,MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.130523658979168,-77.01954063132389,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-138,2022-10-10,13:40,ATROPELLO,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.94860933473234,-77.08060378550886,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-121,2022-10-12,14:00,ATROPELLO,1,0,0.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-12.0564581,-77.144569917,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,CONCRETO,NO,,,SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-10-135,2022-10-12,15:20,CHOQUE,1,2,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.1451181041005,-76.95310168313546,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-134,2022-10-15,22:30,ATROPELLO,1,0,,LIMA,LIMA,PUNTA HERMOSA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.33011711643208,-76.82310101724002,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-117,2022-10-18,02:30,CAÍDA DE PASAJERO,1,0,,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9182403,-77.13930413,LLUVIOSO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-10-133,2022-10-18,19:45,DESPISTE,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.00789,-77.082345,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-132,2022-10-21,03:50,CHOQUE,7,3,,LIMA,LIMA,PUNTA HERMOSA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.332332547463732,-76.82065955391347,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-123,2022-10-21,16:50,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.9571297,-77.128831317,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-10-122,2022-10-22,21:00,ATROPELLO,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9761301,-77.127638817,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-10-148,2022-10-24,08:50,CHOQUE,1,0,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.923537566881812,-77.05427522669308,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-147,2022-10-27,08:10,ATROPELLO,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.198134,-76.99227,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-130,2022-10-30,07:40,CHOQUE,1,0,,LIMA,LIMA,ANCON,RURAL,CARRETERA,NACIONAL,PE-1N,-11.745722,-77.141868,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-129,2022-10-30,16:30,CHOQUE FUGA,1,1,,LIMA,LIMA,LOS OLIVOS,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.009299,-77.073535,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-128,2022-10-30,21:30,CHOQUE,1,1,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.194665,-76.934638,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-10-126,2022-10-31,18:00,VOLCADURA,1,0,0.0,LIMA,LIMA,LA MOLINA,RURAL,CARRETERA,NACIONAL,PE-1NA,-12.069432,-76.972235,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-11-155,2022-11-01,06:55,DESPISTE,1,3,,LIMA,LIMA,PUCUSANA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.459259897902475,-76.75292140903727,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-11-156,2022-11-01,07:35,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.983233492095652,-77.09830779960501,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-11-134,2022-11-03,00:30,CHOQUE CON OBJETO FIJO,1,1,,LIMA,LIMA,SAN MIGUEL,URBANA,OTRO,URBANO,NO CORRESPONDE,-12.086806019114182,-77.09402020708224,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-11-135,2022-11-05,22:30,ATROPELLO,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.8662825,-77.0735316127,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-11-235,2022-11-06,01:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.257543,-76.919539,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-11-239,2022-11-06,05:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIN,RURAL,CARRETERA,NACIONAL,PE-1S,-12.2833156,-76.87833662,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-11-238,2022-11-06,19:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.22315198,-76.90811696,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2022-11-157,2022-11-07,05:30,CHOQUE,1,3,,LIMA,LIMA,PACHACAMAC,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.2306358913437,-76.86010973710609,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
