codigo_siniestro,codigo_vehiculo,codigo_persona,departamento,provincia,distrito,tipo_persona,gravedad,lugar_atencionlesionado,lugar_de_defuncion,situacionde_persona,pais_de_nacionalidad,edad,sexo,posee_licencia,estado_licencia,clase_licencia,se_sometio_a_dosaje_etilico_cualitativo,resultado_del_dosaje_etilico_cualitativo,se_sometio_a_dosaje_etilico_cuantitativo,vehiculo,fecha,ano,mes,dia,hora,clase_de_siniestro,causa,causa_especifica,tipo_de_via,codigo_de_carretera,red_vial
A-2022-03-271,V-2022-03-271-1,P-2022-03-271-1-1,LIMA,LIMA,LURIN,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,MASCULINO,,FUGADO,FUGADO,,,,VEHICULO NO IDENTIFICADO,26/03/2022,2022,MARZO,SÁBADO,23,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2022-03-271,V-2022-03-271-1,P-2022-03-271-1-2,LIMA,LIMA,LURIN,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,26/03/2022,2022,MARZO,SÁBADO,23,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2022-03-275,V-2022-03-275-1,P-2022-03-275-1-1,LIMA,LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,VIGENTE,A III C,,,,AUTOMÓVIL,27/03/2022,2022,MARZO,DOMINGO,17,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-03-275,V-2022-03-275-1,P-2022-03-275-1-2,LIMA,LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,27/03/2022,2022,MARZO,DOMINGO,17,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-03-276,V-2022-03-276-1,P-2022-03-276-1-1,LIMA,LIMA,MIRAFLORES,CONDUCTOR,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,VIGENTE,A I,,,,AUTOMÓVIL,28/03/2022,2022,MARZO,LUNES,7,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,OTRO,NO CORRESPONDE,URBANO
A-2022-03-276,V-2022-03-276-1,P-2022-03-276-1-2,LIMA,LIMA,MIRAFLORES,PASAJERO,LESIONADO,,,NO IDENTIFICADO,,,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,28/03/2022,2022,MARZO,LUNES,7,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,OTRO,NO CORRESPONDE,URBANO
A-2022-04-214,V-2022-04-214-1,P-2022-04-214-1-1,LIMA,LIMA,COMAS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,FUGADO,FUGADO,,,,VEHICULO NO IDENTIFICADO,01/04/2022,2022,ABRIL,VIERNES,19,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-214,V-2022-04-214-1,P-2022-04-214-1-2,LIMA,LIMA,COMAS,PEATÓN,FALLECIDO,,,IDENTIFICADO,,74,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,01/04/2022,2022,ABRIL,VIERNES,19,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-195,V-2022-04-195-1,P-2022-04-195-1-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,ILESO,,,IDENTIFICADO,,53,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,AUTOMÓVIL,02/04/2022,2022,ABRIL,SÁBADO,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-195,V-2022-04-195-2,P-2022-04-195-2-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,10,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,TRIMOTO PASAJERO,02/04/2022,2022,ABRIL,SÁBADO,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-191,V-2022-04-191-1,P-2022-04-191-1-1,LIMA,LIMA,INDEPENDENCIA,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,23,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,,,MOTOCICLETA,02/04/2022,2022,ABRIL,SÁBADO,11,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-190,V-2022-04-190-1,P-2022-04-190-1-1,LIMA,LIMA,LURIN,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,,,MOTOCICLETA,03/04/2022,2022,ABRIL,DOMINGO,3,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2022-04-200,V-2022-04-200-1,P-2022-04-200-1-1,LIMA,LIMA,LURIN,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,,22,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,AUTOMÓVIL,03/04/2022,2022,ABRIL,DOMINGO,12,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AUTOPISTA,NO CORRESPONDE,URBANO
A-2022-04-200,V-2022-04-200-1,P-2022-04-200-1-2,LIMA,LIMA,LURIN,PASAJERO,FALLECIDO,,,IDENTIFICADO,,47,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,03/04/2022,2022,ABRIL,DOMINGO,12,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AUTOPISTA,NO CORRESPONDE,URBANO
A-2022-04-192,V-2022-04-192-1,P-2022-04-192-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,IDENTIFICADO,,48,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,,,AUTOMÓVIL,04/04/2022,2022,ABRIL,LUNES,10,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-192,V-2022-04-192-2,P-2022-04-192-2-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,LESIONADO,,,IDENTIFICADO,,33,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,,,AUTOMÓVIL,04/04/2022,2022,ABRIL,LUNES,10,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-192,V-2022-04-192-2,P-2022-04-192-2-2,LIMA,LIMA,VILLA EL SALVADOR,PASAJERO,FALLECIDO,,,IDENTIFICADO,,35,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,04/04/2022,2022,ABRIL,LUNES,10,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-23,V-2022-04-23-2,P-2022-04-23-2-1,CALLAO,CALLAO,CALLAO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,OTRO,,NO INDICA,,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,07/04/2022,2022,ABRIL,JUEVES,2,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20,NACIONAL
A-2022-04-23,V-2022-04-23-2,P-2022-04-23-2-2,CALLAO,CALLAO,CALLAO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,74,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,SI,VEHICULO NO IDENTIFICADO,07/04/2022,2022,ABRIL,JUEVES,2,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20,NACIONAL
A-2022-04-194,V-2022-04-194-1,P-2022-04-194-1-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,32,MASCULINO,,VIGENTE,B,,,,MOTOCICLETA,08/04/2022,2022,ABRIL,VIERNES,5,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-194,V-2022-04-194-1,P-2022-04-194-1-2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PEATÓN,LESIONADO,,,IDENTIFICADO,,31,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,MOTOCICLETA,08/04/2022,2022,ABRIL,VIERNES,5,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-24,V-2022-04-24-1,P-2022-04-24-1-1,CALLAO,CALLAO,MI PERU,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,37,MASCULINO,SI,VIGENTE,A III B,NO,,SI,CAMIÓN,08/04/2022,2022,ABRIL,VIERNES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-24,V-2022-04-24-2,P-2022-04-24-2-1,CALLAO,CALLAO,MI PERU,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,VENEZUELA,25,MASCULINO,,SIN LICENCIA,SIN LICENCIA,NO,,SI,TRIMOTO PASAJERO,08/04/2022,2022,ABRIL,VIERNES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-24,V-2022-04-24-3,P-2022-04-24-3-1,CALLAO,CALLAO,MI PERU,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,PERÚ,43,MASCULINO,,VENCIDA,B II C,NO,,SI,TRIMOTO PASAJERO,08/04/2022,2022,ABRIL,VIERNES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-198,V-2022-04-198-1,P-2022-04-198-1-1,LIMA,LIMA,ATE,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,,38,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,TRIMOTO PASAJERO,09/04/2022,2022,ABRIL,SÁBADO,9,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-198,V-2022-04-198-1,P-2022-04-198-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,,IDENTIFICADO,,73,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,TRIMOTO PASAJERO,09/04/2022,2022,ABRIL,SÁBADO,9,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-1,P-2022-04-199-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,,44,MASCULINO,,VIGENTE,A III C,,,,REMOLCADOR-SEMIREMOLQUE,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-1,LIMA,LIMA,ATE,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,32,MASCULINO,,CANCELADA,A II B,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-2,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,70,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-3,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,36,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-4,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,38,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-5,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,1,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-6,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,27,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-7,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,67,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-8,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,49,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-199,V-2022-04-199-2,P-2022-04-199-2-9,LIMA,LIMA,ATE,PASAJERO,LESIONADO,,,IDENTIFICADO,,61,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,09/04/2022,2022,ABRIL,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-197,V-2022-04-197-1,P-2022-04-197-1-1,LIMA,LIMA,ANCON,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,,42,MASCULINO,,VIGENTE,A I,,,,AUTOMÓVIL,09/04/2022,2022,ABRIL,SÁBADO,23,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2022-04-197,V-2022-04-197-1,P-2022-04-197-1-2,LIMA,LIMA,ANCON,PEATÓN,FALLECIDO,,,IDENTIFICADO,,57,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,09/04/2022,2022,ABRIL,SÁBADO,23,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2022-04-235,V-2022-04-235-1,P-2022-04-235-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,CAMIONETA RURAL,10/04/2022,2022,ABRIL,DOMINGO,14,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-235,V-2022-04-235-1,P-2022-04-235-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIONETA RURAL,10/04/2022,2022,ABRIL,DOMINGO,14,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-235,V-2022-04-235-2,P-2022-04-235-2-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,VIGENTE,A III A,,,,ÓMNIBUS,10/04/2022,2022,ABRIL,DOMINGO,14,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-201,V-2022-04-201-1,P-2022-04-201-1-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,,39,MASCULINO,,VIGENTE,A III C,,,,ÓMNIBUS,13/04/2022,2022,ABRIL,MIÉRCOLES,16,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-201,V-2022-04-201-2,P-2022-04-201-2-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,,71,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,ÓMNIBUS,13/04/2022,2022,ABRIL,MIÉRCOLES,16,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-201,V-2022-04-201-2,P-2022-04-201-2-2,LIMA,LIMA,LA VICTORIA,PEATÓN,FALLECIDO,,,IDENTIFICADO,,54,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,ÓMNIBUS,13/04/2022,2022,ABRIL,MIÉRCOLES,16,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-202,V-2022-04-202-1,P-2022-04-202-1-1,LIMA,LIMA,PUENTE PIEDRA,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,,34,MASCULINO,,VIGENTE,A III B,,,,CAMIÓN,13/04/2022,2022,ABRIL,MIÉRCOLES,23,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2022-04-202,V-2022-04-202-1,P-2022-04-202-1-2,LIMA,LIMA,PUENTE PIEDRA,PEATÓN,FALLECIDO,,,IDENTIFICADO,,37,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIÓN,13/04/2022,2022,ABRIL,MIÉRCOLES,23,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2022-04-236,V-2022-04-236-1,P-2022-04-236-1-1,LIMA,LIMA,COMAS,CONDUCTOR,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,,,MOTOCICLETA,14/04/2022,2022,ABRIL,JUEVES,0,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-237,V-2022-04-237-1,P-2022-04-237-1-1,LIMA,LIMA,LURIGANCHO,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,VIGENTE,A III C,,,,REMOLCADOR,15/04/2022,2022,ABRIL,VIERNES,4,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-04-237,V-2022-04-237-1,P-2022-04-237-1-2,LIMA,LIMA,LURIGANCHO,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,REMOLCADOR,15/04/2022,2022,ABRIL,VIERNES,4,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-04-237,V-2022-04-237-1,P-2022-04-237-1-3,LIMA,LIMA,LURIGANCHO,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,REMOLCADOR,15/04/2022,2022,ABRIL,VIERNES,4,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-04-237,V-2022-04-237-2,P-2022-04-237-2-1,LIMA,LIMA,LURIGANCHO,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,VIGENTE,A II B,,,,CAMIÓN,15/04/2022,2022,ABRIL,VIERNES,4,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-04-237,V-2022-04-237-3,P-2022-04-237-3-1,LIMA,LIMA,LURIGANCHO,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,VIGENTE,A I,,,,AUTOMÓVIL,15/04/2022,2022,ABRIL,VIERNES,4,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-04-238,V-2022-04-238-1,P-2022-04-238-1-1,LIMA,LIMA,LURIGANCHO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,MASCULINO,,FUGADO,FUGADO,,,,VEHICULO NO IDENTIFICADO,17/04/2022,2022,ABRIL,DOMINGO,2,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-04-238,V-2022-04-238-1,P-2022-04-238-1-2,LIMA,LIMA,LURIGANCHO,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,17/04/2022,2022,ABRIL,DOMINGO,2,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2022-04-245,V-2022-04-245-1,P-2022-04-245-1-1,LIMA,LIMA,SURQUILLO,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,VIGENTE,A I,,,,AUTOMÓVIL,17/04/2022,2022,ABRIL,DOMINGO,11,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-245,V-2022-04-245-1,P-2022-04-245-1-2,LIMA,LIMA,SURQUILLO,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,17/04/2022,2022,ABRIL,DOMINGO,11,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-246,V-2022-04-246-1,P-2022-04-246-1-1,LIMA,LIMA,LOS OLIVOS,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,,,AUTOMÓVIL,18/04/2022,2022,ABRIL,LUNES,1,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2022-04-246,V-2022-04-246-1,P-2022-04-246-1-2,LIMA,LIMA,LOS OLIVOS,PEATÓN,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,18/04/2022,2022,ABRIL,LUNES,1,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2022-04-247,V-2022-04-247-1,P-2022-04-247-1-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,,MASCULINO,,VENCIDA,A III A,,,,MINIBUS,19/04/2022,2022,ABRIL,MARTES,10,CAÍDA DE PASAJERO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2022-04-247,V-2022-04-247-1,P-2022-04-247-1-2,LIMA,LIMA,LA VICTORIA,PASAJERO,FALLECIDO,,,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,MINIBUS,19/04/2022,2022,ABRIL,MARTES,10,CAÍDA DE PASAJERO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
